pair_ID,sentence_A,sentence_B,entailment_label,relatedness_score,entailment_AB,entailment_BA,sentence_A_original,sentence_B_original,sentence_A_dataset,sentence_B_dataset,SemEval_set
9046,,,sick,,,,,A large white dog is jumping in the air over an area covered by snow,A large white dog is jumping up in the snow,,entailment
6084,,,sick,,,,,A brown dog and a red dog are sitting sadly on the beach,A brown dog and a red dog are frolicking on the beach,,neutral
4525,,,sick,,,,,A man is playing a flute,A man is playing a guitar,,neutral
5829,,,sick,,,,,A girl is playing a guitar,A man is not playing a guitar,,neutral
9439,,,sick,,,,,A man and a woman are jumping on the curb,A man and a woman are standing on the curb,,neutral
5855,,,sick,,,,,A woman is boiling noodles in water,Someone is stirring food in the water,,entailment
1723,,,sick,,,,,A man is recklessly riding a horse,A person is recklessly riding a horse,,entailment
2136,,,sick,,,,,A woman is peeling a potato,A potato is being peeled by a woman,,entailment
5169,,,sick,,,,,A man is pouring cleaner into the sink,The drums are being played by the man,,neutral
5376,,,sick,,,,,A man is playing the guitar,An octopus is being sliced by a woman,,neutral
248,,,sick,,,,,The black woman is wearing glasses over the headdress,A woman is wearing an Egyptian headdress,,neutral
8105,,,sick,,,,,A topless woman is being smeared with brown substance and a nobody is in the background,A topless woman is being covered in mud,,neutral
1094,,,sick,,,,,"A dog, which is large and gray, is carrying a ball in its mouth and running across the grass",A large dog is running on the grass with a tennis ball in its mouth,,entailment
3797,,,sick,,,,,A person is scrubbing a zucchini,A woman is eating zucchini and vegetables and scrubbing with a brush,,neutral
6733,,,sick,,,,,A child is making a snow ball,A kid in orange is playing outside with a snowball,,neutral
7866,,,sick,,,,,A person is riding a bike along a muddy trail,A person is riding a dirt bike down a dirt hill,,neutral
7817,,,sick,,,,,Some dogs are playing in a stream,Two dogs are looking at something that is moving in the water,,neutral
2266,,,sick,,,,,The woman is adding sugar to the meat slowly,The woman is adding sugar to the meat,,entailment
1792,,,sick,,,,,A lion is slowly walking,A lion is slowly moving around,,entailment
2407,,,sick,,,,,A man is cleaning a dish,A man is preparing some dish,,neutral
1007,,,sick,,,,,A boy in a red shirt is in front of a long blue wall and is suspiciously raising an eyebrow at the camera,A boy is standing in front of the blue building in the space reserved for handicapped people,,neutral
8021,,,sick,,,,,A brown and white dog is playing on the grass,A brown and white dog is playing on the lawn,,entailment
2339,,,sick,,,,,A thin lady is piecing together oriental carrot cuts,The oriental lady is cutting a carrot into thin pieces,,neutral
5419,,,sick,,,,,A woman is peeling a potato,A woman is peeling food,,entailment
7315,,,sick,,,,,A man is wearing a blue checkered shirt and cheerfully riding a unicycle in the street,A man is wearing a blue checkered shirt and riding a unicycle in the street,,entailment
1776,,,sick,,,,,A piano is being played by a man,The play is about a happy boy playing the piano,,neutral
7205,,,sick,,,,,A dog with a muzzle and a blue jacket is resting in the yard,A dog with a muzzle and a blue jacket is running around the yard,,neutral
8564,,,sick,,,,,A man with no hat is standing outside of a green jeep,A man is standing on a dirt hill next to a black jeep,,neutral
8517,,,sick,,,,,Five people are running with three dogs in the green field beside the road,Five people are standing with three dogs in the green field beside the road,,neutral
7486,,,sick,,,,,The dog is chasing the ball,A dog is chasing a ball,,entailment
796,,,sick,,,,,"Two people are in the snow, wearing clothes that provide camouflage","Some people are in the snow, wearing clothes that provide camouflage",,entailment
494,,,sick,,,,,A little dog is sprinting and the person who owns it is trying to catch it,A little dog is sprinting and its owner is trying to catch it,,entailment
3924,,,sick,,,,,Two men are doing a funny skit with a boxer in front of a crowd of people,"Two men are doing a skit, which is very funny, with a boxer in front of a crowd of people",,entailment
9430,,,sick,,,,,The black and white dog is sitting on a green yard,The black and white dog is running in a green yard,,neutral
2164,,,sick,,,,,A woman is using a machine made for sewing,A woman is using a sewing machine,,entailment
9150,,,sick,,,,,A woman in a black dress is pulling a cart and is standing in front of two men who are seated on a park bench,A woman in a black dress is pulling a cart and is standing near two men who are seated on a park bench,,entailment
4038,,,sick,,,,,A Seadoo is being ridden by a woman,A woman is riding a Seadoo,,entailment
3465,,,sick,,,,,A man is putting away a guitar,A man is playing a guitar,,neutral
7309,,,sick,,,,,The man in the straw hat is smoking a cigarette,A person is wearing a straw hat and smoking a cigarette,,entailment
4002,,,sick,,,,,A man is climbing a rope,A man is coming down a rope,,neutral
5053,,,sick,,,,,A man is cutting an onion,There is no man opening a door,,neutral
8574,,,sick,,,,,A large dog and a small dog are standing next to the kitchen counter and are investigating,Two dogs are looking up at a kitchen countertop,,neutral
6360,,,sick,,,,,The woman in a red costume is not leaning against a brick wall and is not playing an instrument,A woman in a red dress is playing an instrument,,neutral
3325,,,sick,,,,,The woman is frying a breaded pork chop,A woman is cooking a breaded pork chop,,entailment
6082,,,sick,,,,,A woman in jeans is sitting on the saddle of a horse,A person wearing jeans is sitting on top of a horse saddle,,entailment
9839,,,sick,,,,,Two men are fighting,A couple of boys are playing a video game,,neutral
7989,,,sick,,,,,The man surrounded by men with a camera is wearing a gray suit and glasses,A man in a suit is being surrounded by photographers,,entailment
7654,,,sick,,,,,A child in a green and white sports uniform is running over the grass,A little boy is wearing a green soccer strip and is running on the grass,,neutral
5380,,,sick,,,,,A man is playing the guitar,A woman is slicing an octopus,,neutral
2989,,,sick,,,,,A boy is standing in a room by a lamp light,A boy is sitting in a room and playing a piano by lamp light,,neutral
5464,,,sick,,,,,Grass is being mowed by a man,A man is mowing grass,,entailment
8449,,,sick,,,,,Two women are standing together and one is looking through binoculars,Two men are looking out and one is holding binoculars,,neutral
6209,,,sick,,,,,A lone bicyclist is putting down a bike,A cold cyclist is celebrating,,neutral
1191,,,sick,,,,,A man and a woman are walking together through the woods,A man and a woman are walking through a desert area,,neutral
8264,,,sick,,,,,Pedestrians and cars are moving through a traffic jam in a big city,Pedestrians and cars are moving through a traffic jam in the big city,,entailment
4280,,,sick,,,,,A young woman is shaking hands with a man,A man and a woman are shaking hands,,entailment
3779,,,sick,,,,,A woman is playing the keyboard and a man is dancing,A woman is dancing and a man is playing the keyboard,,neutral
7108,,,sick,,,,,A small girl is getting out of a toy car,A child is sitting in a red and yellow toy car,,neutral
9241,,,sick,,,,,The man in blue is posing for a picture next to a car,The woman in blue is posing for a picture next to a car,,neutral
85,,,sick,,,,,People wearing costumes are gathering in a forest and are looking in the same direction,A little girl in costume looks like a woman,,neutral
8216,,,sick,,,,,A girl is standing in a group and is wearing a black shirt and pink beads,A girl has black and orange patches on the cheeks,,neutral
4277,,,sick,,,,,An old woman is shaking hands with a man,An woman that is old is shaking hands with a man,,entailment
9031,,,sick,,,,,Two dogs are playing on a rocky beach,Two dogs are playing on a beach made of rocks,,entailment
3079,,,sick,,,,,A person is brushing a cat,A person is combing the fur of a cat,,entailment
9469,,,sick,,,,,A kid is waiting wearing swim gear,A kid is sitting wearing swim gear,,neutral
1047,,,sick,,,,,A dog is jumping in the air to catch a red ball,A dog is near the red ball in the air,,neutral
1783,,,sick,,,,,A cheetah is chasing its prey across a field,The cheetah is running quickly behind its prey,,neutral
8406,,,sick,,,,,A black dog is jumping off a dock into a pond,A black dog is jumping off a dock into water,,entailment
373,,,sick,,,,,A man with tattoos is lounging on a couch and holding a pencil,A tattooed man is on a sofa and is holding a pencil,,entailment
7594,,,sick,,,,,The bike rider is looking at an accident of another bike rider,A person is looking at a motocross bike that is lying on its side and another is racing by,,neutral
2005,,,sick,,,,,A man is parking a motorbike,A man is riding a motorbike,,neutral
8283,,,sick,,,,,A man is sitting on the grass and drinking from a water bottle,A woman is sitting on the grass and is drinking from a water bottle,,neutral
1587,,,sick,,,,,Some liquid is being poured into a pan by a man,A man is pouring liquid into a pot,,entailment
4127,,,sick,,,,,A dog is jumping on a trampoline,A dog is bouncing on a trampoline,,entailment
5080,,,sick,,,,,A man is playing the piano,There is no woman playing the violin,,neutral
2926,,,sick,,,,,A woman is slicing an onion,An onion is being sliced by a woman,,entailment
7063,,,sick,,,,,A man is drinking orange juice and walking on a sunny day,A man is drinking orange juice and walking,,entailment
4034,,,sick,,,,,A man is repairing tiles with his hands,A man is breaking wooden boards with his hand,,neutral
6127,,,sick,,,,,"A boy, who looks young and is wearing a red swimsuit, is jumping into a blue kiddies pool",A boy wearing red shorts is jumping into a paddling pool,,neutral
4922,,,sick,,,,,A man is singing and playing a guitar,A man is playing a guitar,,entailment
9098,,,sick,,,,,A dog with a blue collar is playing with the ball in the garden,A grey dog is bouncing a soccer ball on its head in a grass field,,neutral
4152,,,sick,,,,,A woman is cutting meat,There is no woman cutting an onion,,entailment
4141,,,sick,,,,,A man is doing back flips on a trampoline,There are no kids jumping on a trampoline,,neutral
1335,,,sick,,,,,The lady is measuring the ankle of another woman,A woman is being measured by another woman,,entailment
286,,,sick,,,,,A man is playing a guitar on stage,A guitarist has blonde and flyaway hair,,neutral
3846,,,sick,,,,,The cat is playing keyboards,A cat is playing keyboards,,entailment
8712,,,sick,,,,,A man without a shirt is posing with the arms spread next to a woman,A shirtless woman is posing with a girl who is hiking in a park,,neutral
3992,,,sick,,,,,A man is singing and playing a guitar,A person is singing and playing a guitar,,entailment
1251,,,sick,,,,,A woman is amalgamating eggs,A woman is mixing eggs,,entailment
8594,,,sick,,,,,A man with a white hat and brown shirt is behind a woman in red and is looking to the left,An Arabic man is wearing a white hat,,neutral
