<t> I am asking for the support of the families of Herron students to help maintain this vital program. </t> <g> ( <pointer:0> and :op1 ( <pointer:1> obligate-01 :ARG2 ( <pointer:2> integrate-01 :ARG1 ( <pointer:3> screen :mod ( <pointer:4> primary ) ) :ARG2 ( <pointer:5> procedure :topic ( <pointer:6> intake ) :ARG1-of ( <pointer:7> standard-02 ) :poss ( <pointer:8> setting :mod ( <pointer:9> emergency ) ) ) ) ) :op2 ( <pointer:10> obligate-01 :ARG2 ( <pointer:11> responsible-03 :ARG0 ( <pointer:12> staff ) :ARG1 ( <pointer:13> administer-01 :ARG0 <pointer:12> :ARG1 <pointer:3> :ARG2 ( <pointer:14> patient :mod ( <pointer:15> all ) ) ) ) ) )  </g> [EOS],I want families of Herron students to support the program.," I need the families of Herron students to support this program. ,"
"<t> (Origin unknown; not from Gaelic)  I think it hardly fanciful to discern a note of Calvinist disapproval in this curt disclaimer. </t> <g> ( <pointer:0> have-03 :ARG0 ( <pointer:1> town :mod ( <pointer:2> this ) :ARG1-of ( <pointer:3> flourish-01 :time ( <pointer:4> between :op1 ( <pointer:5> date-entity :year 6500 :era <lit> BC </lit> ) :op2 ( <pointer:6> date-entity :year 5500 :era <lit> AD </lit> ) ) ) ) :ARG1 ( <pointer:7> house :ARG1-of ( <pointer:8> roof-01 :ARG1-of ( <pointer:9> flat-06 ) ) :consist-of ( <pointer:10> and :op1 ( <pointer:11> mud ) :op2 ( <pointer:12> timber ) ) :ARG1-of ( <pointer:13> decorate-01 :ARG2 ( <pointer:14> thing :ARG1-of ( <pointer:15> paint-02 :ARG2 ( <pointer:16> wall ) ) :ARG2-of ( <pointer:17> include-91 :ARG1 ( <pointer:18> thing :ARG1-of ( <pointer:19> paint-02 :ARG2 ( <pointer:20> wall ) ) :ARG0-of ( <pointer:21> show-01 :ARG1 ( <pointer:22> pattern :ARG1-of ( <pointer:23> appear-01 :mod ( <pointer:24> still ) :location ( <pointer:25> kilim :mod ( <pointer:26> world-region :wiki <lit> Anatolian </lit> :name ( <pointer:27> name :op1 <lit> Anatolian </lit> ) ) ) ) ) ) ) :ARG3 ( <pointer:28> some ) ) ) ) ) ) "",</g> [EOS]",It isn't too fanciful to note the disapproval by Calvinists here., The disclaimer is not from Gaelic.  (keenly fanciful
"<t> Some time ago, Texans picked up a speech habit that is being acquired by the rest of the country. </t> <g> ( <pointer:0> obligate-01 :ARG2 ( <pointer:1> submit-01 :ARG0 ( <pointer:2> candidate ) :ARG1 ( <pointer:3> set :consist-of ( <pointer:4> finger ) ) :ARG3 ( <pointer:5> review-01 :ARG0 ( <pointer:6> government-organization :wiki <lit> Federal Bureau of Investigation </lit> :name ( <pointer:7> name :op1 <lit> FBI </lit> ) ) :ARG1 <pointer:3> ) ) )  </g> [EOS]",Texans picked up a speech habit that is being picked up by the rest of the country.," Texans have a speech habit. ,tx picked up this trait some time"
"<t> When I found out that the infant mortality rate in Indiana was 86 percent greater than for mothers in Sweden, I was shocked. </t> <g> ( <pointer:0> after :op1 ( <pointer:1> war ) :mod ( <pointer:2> right ) )  </g> [EOS]",The news was a huge surprise to me., I was shocked when the infant mortality rate in Indiana is 86 percent greater than for mothers
<t> The good news is that the teen-age birth rate has fallen almost 9 percent since 1991. </t> <g> ( <pointer:0> and :op1 ( <pointer:1> lead-01 :ARG0 ( <pointer:2> direction :ARG1-of ( <pointer:3> have-degree-91 :ARG2 ( <pointer:4> important-01 :ARG1 <pointer:2> ) :ARG3 ( <pointer:5> most ) ) :direction ( <pointer:6> and :op1 ( <pointer:7> up ) :op2 ( <pointer:8> up ) :ARG1-of ( <pointer:9> simple-02 ) ) ) :ARG4 ( <pointer:10> and :op1 ( <pointer:11> cathedral ) :op2 ( <pointer:12> fortress ) :ARG0-of ( <pointer:13> command-02 :ARG1 ( <pointer:14> hilltop ) ) ) :time ( <pointer:15> eventual ) ) :op2 ( <pointer:16> lead-01 :ARG0 ( <pointer:17> direction :direction ( <pointer:18> down ) ) :ARG4 ( <pointer:19> gate :ARG1-of ( <pointer:20> include-91 :ARG2 ( <pointer:21> gate :quant 3 :location ( <pointer:22> wall ) :destination ( <pointer:23> town :ARG1-of ( <pointer:24> new-01 ) ) ) ) ) :ARG1-of ( <pointer:25> avoid-01 :ARG1-of ( <pointer:26> possible-01 :polarity - ) ) ) )  </g> [EOS],"The teen birth rate has fallen since 1991, which is good news.", The teen-age birth rate has fallen almost 9 percent since 1991. 
"<t> We would all slide the windows down on the bus open the door, stick your head out the door, you couldn't hear anything coming that way, you couldn't hear anything coming the other way, and he'd just drop it in low and gun it, we would make it another morning. </t> <g> ( <pointer:0> and :op1 ( <pointer:1> scatter-01 :ARG1 ( <pointer:2> town :mod ( <pointer:3> small ) :example ( <pointer:4> city :wiki <lit> Louisana </lit> :name ( <pointer:5> name :op1 <lit> Louisana </lit> ) ) ) :ARG2 ( <pointer:6> all-over :op1 ( <pointer:7> field :mod ( <pointer:8> oil ) ) ) ) :op2 ( <pointer:9> branch-01 :ARG1 ( <pointer:10> line :mod ( <pointer:11> train ) :mod ( <pointer:12> main ) ) :location ( <pointer:13> between :op1 <pointer:7> :op2 <pointer:7> ) ) )  </g> [EOS]",You couldn't hear anything coming outside the bus window., We would open the door and shoot. ...and then we'd make
<t> Lonq live Spring Creek Prairie! </t> <g> ( <pointer:0> consider-02 :ARG0 ( <pointer:1> i ) :time ( <pointer:2> then ) )  </g> [EOS],All hail the Spring Creek Prairie!, Spring Creek Prairie is where Lonq live! .asm I think not
<t>   Live at Five.  </t> <g> ( <pointer:0> probable :purpose ( <pointer:1> possible-01 :ARG1 ( <pointer:2> get-01 :ARG0 ( <pointer:3> you ) :ARG1 ( <pointer:4> start-01 :ARG0 <pointer:3> :ARG1 ( <pointer:5> it ) :mod ( <pointer:6> head ) ) ) ) )  </g> [EOS],Something is happening at five," Live at 5.  (ease of habit) and also, probably"
"<t> At 7:15, a pair of them, Khalid al Mihdhar and Majed Moqed, checked in at the American Airlines ticket counter for Flight 77, bound for Los Angeles. </t> <g> ( <pointer:0> find-01 :ARG0 ( <pointer:1> you ) :ARG1 ( <pointer:2> and :op1 ( <pointer:3> fino ) :op2 ( <pointer:4> olorose ) :mod ( <pointer:5> principal ) ) )  </g> [EOS]",Khalid al Mihdhar and Majed Moqed checked in at 7:15.," The two of them were at the American Airlines ticket counter. , a"
<t> The forecasting challenges retailers confront have been amplified in recent years by product proliferation in almost every category. </t> <g> ( <pointer:0> turn-01 :ARG0 ( <pointer:1> he ) :direction ( <pointer:2> person :wiki <lit> Alistair Tuppence </lit> :name ( <pointer:3> name :op1 <lit> Tuppence </lit> ) ) :ARG1-of ( <pointer:4> cause-01 :ARG0 ( <pointer:5> correlate-91 :ARG1 ( <pointer:6> soon :ARG2-of ( <pointer:7> have-degree-91 :ARG1 ( <pointer:8> strike-01 :ARG0 ( <pointer:9> we ) ) :ARG3 ( <pointer:10> more ) ) ) :ARG2 ( <pointer:11> more ) ) ) )  </g> [EOS],The estimating challenges retailers go up against have been intensified as of late by item multiplication in practically every classification., Retailers face challenges. ...when product proliferation in almost every category has
"<t> After completing the process of developing a demand forecast for each SKU, a retailer must determine how much of each item to stock on the shelves of its stores. </t> <g> ( <pointer:0> and :op1 ( <pointer:1> come-04 :ARG1 ( <pointer:2> this ) :ARG2 ( <pointer:3> ear :part-of ( <pointer:4> person :ARG0-of ( <pointer:5> have-rel-role-91 :ARG1 ( <pointer:6> he ) :ARG2 ( <pointer:7> stepmother ) ) ) ) ) :op2 ( <pointer:8> tax-01 :ARG0 <pointer:4> :ARG2 <pointer:6> :ARG3 ( <pointer:9> it ) :time ( <pointer:10> date-entity :dayperiod ( <pointer:11> afternoon ) :mod ( <pointer:12> before :op1 ( <pointer:13> die-01 :ARG1 <pointer:4> ) ) ) ) :op3 ( <pointer:14> ensue-01 :ARG1 ( <pointer:15> quarrel-01 :ARG2-of ( <pointer:16> include-91 :ARG1 <pointer:8> ) :ARG1-of ( <pointer:17> overhear-01 ) ) ) )  </g> [EOS]",Retailers have to decide how much of items they're going to stock on shelves., A retailer must decide how much of each item to stock on the shelves. 
"<t> '  Perhaps it was so called because it opens in morning and closes at night, or because of its eyelike shape. </t> <g> ( <pointer:0> contrast-01 :ARG1 ( <pointer:1> and :op1 ( <pointer:2> unlock-01 :ARG0 ( <pointer:3> person :ARG0-of ( <pointer:4> guard-01 :ARG1 ( <pointer:5> tomb ) ) ) :ARG1 ( <pointer:6> gate :part-of ( <pointer:7> tunnel ) ) ) :op2 ( <pointer:8> give-01 :ARG0 <pointer:3> :ARG1 ( <pointer:9> candle ) :ARG2 ( <pointer:10> you ) :purpose ( <pointer:11> explore-01 :ARG0 <pointer:10> :ARG1 ( <pointer:12> catacomb :mod ( <pointer:13> small ) :mod ( <pointer:14> circular ) ) ) ) ) :ARG2 ( <pointer:15> worth-02 :ARG1 ( <pointer:16> it ) :ARG2 ( <pointer:17> effort-01 ) :degree ( <pointer:18> hardly ) :ARG1-of ( <pointer:19> cause-01 :ARG0 ( <pointer:20> little :ARG1-of ( <pointer:21> see-01 :ARG0 <pointer:10> :ARG1-of ( <pointer:22> possible-01 ) ) ) ) ) )  </g> [EOS]","It may have been called so because of its opening and closing rituals, or because it resembles an eye."," It is a circular catacomb. , perhaps it was so called"
"<t> I thought that was surely the first time I had ever seen such an obvious typographical error in, of all things, a simple title on a simple 78-rpm record. </t> <g> ( <pointer:0> multi-sentence :snt1 ( <pointer:1> try-01 :ARG0 ( <pointer:2> i ) :ARG1 ( <pointer:3> it ) :mod ( <pointer:4> at-least ) :ARG1-of ( <pointer:5> cause-01 :ARG0 ( <pointer:6> possible-01 :ARG1 ( <pointer:7> see-01 :ARG0 ( <pointer:8> you ) :ARG1 ( <pointer:9> mean-01 :ARG0 <pointer:2> :ARG2 ( <pointer:10> thing :ARG0-of ( <pointer:11> filter-02 :ARG2 ( <pointer:12> oil ) ) ) ) ) ) ) ) :snt2 ( <pointer:13> mean-01 :ARG0 ( <pointer:14> i ) :ARG2 ( <pointer:15> possible-01 :ARG1 ( <pointer:16> touch-01 :ARG0 ( <pointer:17> you ) :ARG1 ( <pointer:18> it :location ( <pointer:19> there :mod ( <pointer:20> right ) ) ) ) ) ) )  </g> [EOS]",I thought it was the first time I'd seen such an error on a record label.," I had never seen a mistake in the title. , thought that was"
"<t> But while the effort failed, it shows what Bin Ladin and his associates hoped to do. </t> <g> ( <pointer:0> and :op1 ( <pointer:1> affair-02 :ARG2 ( <pointer:2> track-down-02 :ARG1 ( <pointer:3> tiger ) ) :mod ( <pointer:4> subtle ) ) :op2 ( <pointer:5> require-01 :ARG0 <pointer:2> :ARG1 ( <pointer:6> and :op1 ( <pointer:7> dedicate-01 ) :op2 ( <pointer:8> calm-03 ) :op3 ( <pointer:9> stealth ) :degree ( <pointer:10> degree ) ) ) )  </g> [EOS]",Bin Ladin and his associates' goals were revealed by their failed effort., Bin Ladin and his associates tried to track the tiger.  The effort failed
"<t> By 8:00 A.M. on the morning of Tuesday, September 11,2001, they had defeated all the security layers that America's civil aviation security system then had in place to prevent a hijacking. </t> <g> ( <pointer:0> contrast-01 :ARG1 ( <pointer:1> yeah ) :ARG2 ( <pointer:2> have-03 :ARG0 ( <pointer:3> you ) :ARG1 ( <pointer:4> kid :mod ( <pointer:5> small ) ) :polarity ( <pointer:6> amr-unknown ) ) )  </g> [EOS]",There were inadequate measures in place to stop a hijacking from taking place., They defeated all the security layers that America's civil aviation system had in place to prevent
"<t> Unfortunately, the presentation of his linguistic argument, where the author is clearly treading on more speculative ground than in those parts dealing with outright archaeology, where he is on more familiar territory, is disorganized and repetitious. </t> <g> ( <pointer:0> mix-up-03 :ARG0 ( <pointer:1> person :wiki <lit> Bud White (police officer) </lit> :name ( <pointer:2> name :op1 <lit> Bud </lit> :op2 <lit> White </lit> ) :mod ( <pointer:3> cop ) :ARG1-of ( <pointer:4> mean-01 :ARG2 ( <pointer:5> person :wiki <lit> Russell Crowe </lit> :name ( <pointer:6> name :op1 <lit> Crowe </lit> ) ) ) ) :ARG1 ( <pointer:7> person :wiki <lit> Ed Exley </lit> :name ( <pointer:8> name :op1 <lit> Ed </lit> :op2 <lit> Exley </lit> ) :mod ( <pointer:9> cop ) :ARG1-of ( <pointer:10> mean-01 :ARG2 ( <pointer:11> person :wiki - :name ( <pointer:12> name :op1 <lit> Pearce </lit> ) ) ) ) :mod ( <pointer:13> almost ) :duration ( <pointer:14> temporal-quantity :quant 59 :unit ( <pointer:15> second ) ) )  </g> [EOS]",The argument is messy and repeats itself., The presentation of his linguistic argument is disorganized and repetitious. ...
"<t> If a new sewing table or a new sewing machine with programmable features is added at a particular workstation'that is, any device that reduces the time it takes to complete various tasks'then the allowable time and wage rate for that operation must be changed. </t> <g> ( <pointer:0> drawback :mod ( <pointer:1> only ) :domain ( <pointer:2> crowd :mod ( <pointer:3> large ) :time ( <pointer:4> date-entity :season ( <pointer:5> summer ) ) ) :mod ( <pointer:6> of-course ) )  </g> [EOS]","If a technology or machine changes the time it takes to finish a task, the time window for completing that task and compensation must be altered.", A new sewing table or a machine with programmable features must be changed. 
<t> That must be a really big deal. </t> <g> ( <pointer:0> require-01 :ARG1 ( <pointer:1> pay-01 :ARG0 <pointer:9> :ARG1 ( <pointer:2> and :op1 ( <pointer:3> rate :mod ( <pointer:4> air ) ) :op2 ( <pointer:5> rate :ARG1-of ( <pointer:6> key-02 :ARG2 ( <pointer:7> thing :ARG2-of ( <pointer:8> characteristic-02 :ARG1 ( <pointer:9> system :mod ( <pointer:10> air ) :mod ( <pointer:11> state :wiki <lit> Alaska </lit> :name ( <pointer:12> name :op1 <lit> Alaska </lit> ) ) ) ) ) :ARG1-of ( <pointer:13> possible-01 ) :mod <pointer:4> ) ) ) ) :ARG2 ( <pointer:14> person :ARG0-of ( <pointer:15> send-01 ) ) :destination ( <pointer:16> place :location-of ( <pointer:17> available-02 :polarity - :ARG2 ( <pointer:18> transport-01 :ARG4 ( <pointer:19> surface ) ) ) ) )  </g> [EOS],That seems like a rather important thing.," That must be a big deal. , when you consider the cost involved"
"<t> On reflection, the parts will hold together. </t> <g> ( <pointer:0> and :op1 ( <pointer:1> pull-01 :ARG0 ( <pointer:2> he ) :ARG1 ( <pointer:3> cloak :poss <pointer:2> ) :ARG1-of ( <pointer:4> tight-05 :ARG2-of ( <pointer:5> have-degree-91 :ARG1 <pointer:1> :ARG3 ( <pointer:6> more ) ) ) ) :op2 ( <pointer:7> wish-01 :ARG0 <pointer:2> :ARG1 ( <pointer:8> shave-01 :polarity - :ARG0 <pointer:2> :ARG1 ( <pointer:9> head :part-of <pointer:2> ) ) :duration ( <pointer:10> moment ) ) )  </g> [EOS]",The part will hold together on second thought. ," The parts will stay together. , the part is tight and he wishes"
<t> We thought it would be cool to see just how far a BB would shoot. </t> <g> ( <pointer:0> and :op2 ( <pointer:1> know-01 :ARG0 ( <pointer:2> you ) :ARG1 ( <pointer:3> place :quant ( <pointer:4> lot ) :location-of ( <pointer:5> and :op1 ( <pointer:6> stop-01 :ARG1 ( <pointer:7> money ) ) :op2 ( <pointer:8> disappear-01 :ARG1 <pointer:7> ) :time ( <pointer:9> along :op1 ( <pointer:10> way ) ) ) ) :time ( <pointer:11> and :op1 ( <pointer:12> start-01 :ARG0 <pointer:2> :location ( <pointer:13> top ) ) :op2 ( <pointer:14> try-01 :ARG0 <pointer:2> :ARG1 ( <pointer:15> get-05 :ARG0 <pointer:2> :ARG1 ( <pointer:16> dollar :mod ( <pointer:17> that ) ) :ARG2 ( <pointer:18> down :op1 ( <pointer:19> hand :ARG0-of ( <pointer:20> need-01 :ARG1 <pointer:16> ) ) ) ) ) ) ) )  </g> [EOS],We wanted to see how far a BB would shoot., We thought it would be cool to see how far a BB could shoot. 
"<t> The Concise Oxford allows both pronunciations. </t> <g> ( <pointer:0> and :op1 ( <pointer:1> approach-02 :ARG1 ( <pointer:2> set-02 :ARG1 ( <pointer:3> require-01 :ARG2 ( <pointer:4> source :ARG0-of ( <pointer:5> pose-02 :ARG1 ( <pointer:6> level :ARG1-of ( <pointer:7> differ-02 ) :mod ( <pointer:8> endanger-01 ) :ARG1-of ( <pointer:9> mean-01 :ARG2 ( <pointer:10> tier-01 ) ) ) ) ) :ARG1-of ( <pointer:11> differ-02 ) ) ) ) :op2 ( <pointer:12> and :op1 ( <pointer:13> release-01 :mod ( <pointer:14> case :ARG1-of ( <pointer:15> bad-07 :ARG2-of ( <pointer:16> have-degree-91 :ARG1 <pointer:13> :ARG3 ( <pointer:17> most ) ) ) ) ) :op2 ( <pointer:18> issue-02 :ARG0 ( <pointer:19> assess-01 :ARG1 ( <pointer:20> endanger-01 ) ) :mod ( <pointer:21> other ) ) :op3 ( <pointer:22> report-01 :ARG1 ( <pointer:23> information :topic ( <pointer:24> accident ) ) ) :op4 ( <pointer:25> participate-01 :ARG0 ( <pointer:26> public ) ) :op5 ( <pointer:27> approach-02 :ARG1-of ( <pointer:28> have-degree-91 :ARG2 ( <pointer:29> safe-01 :ARG1 <pointer:27> :mod ( <pointer:30> inherent ) ) :ARG3 ( <pointer:31> more ) ) ) : op6 ( <pointer:32> and :op1 ( <pointer:33> implement-01 :ARG1 ( <pointer:34> section :mod ( <pointer:35> law :wiki <lit> United States Environmental Protection Act </lit> :name ( <pointer:36> name :op1 <lit> Section </lit> :op2 <lit> 112 </lit> ) ) ) ) :op2 ( <pointer:37> integrate-01 :ARG1 <pointer:34> :ARG2 ( <pointer:38> program :mod ( <pointer:39> state ) :example ( <pointer:40> program :topic ( <pointer:41> permit-01 :ARG1 ( <pointer:42> air-01 ) ) :mod ( <pointer:43> particular ) ) ) ) ) ) ) "",</g> [EOS]",The Concise Oxford provides multiple ways to say a word.," Both pronunciations are allowed by the Concise Oxford. , and"
<t> Your gift to Goodwill will help us do even more this year because your gift will be used to directly support our work. </t> <g> ( <pointer:0> forget-01 :ARG0 ( <pointer:1> he ) :ARG1 ( <pointer:2> person :wiki - :name ( <pointer:3> name :op1 <lit> Adrin </lit> ) ) )  </g> [EOS],"By donating to the Goodwill this year, we will be able to provide more support to our work.", Your gift to Goodwill will help us do even more this year. 
"<t> Lower-level officials improvised-for example, the FAA's Boston Center bypassed the chain of command and directly contacted NEADS after the first hijacking. </t> <g> ( <pointer:0> contrast-01 :ARG2 ( <pointer:1> possible-01 :ARG1 ( <pointer:2> petition-01 :ARG0 ( <pointer:3> state :mod ( <pointer:4> treaty :wiki <lit> Westboro Baptist Church </lit> :name ( <pointer:5> name :op1 <lit> WRAP </lit> ) ) ) :ARG1 ( <pointer:6> determine-01 :ARG0 <pointer:3> :ARG1 ( <pointer:7> and :op1 ( <pointer:8> project-02 :ARG1 ( <pointer:9> exceed-01 :ARG0 ( <pointer:10> emit-01 :ARG0 ( <pointer:11> organization :wiki - :name ( <pointer:12> name :op1 <lit> EGU </lit> ) :ARG1-of ( <pointer:13> affect-01 ) ) :ARG1-of ( <pointer:14> total-01 ) ) :ARG1 ( <pointer:15> mass-quantity :quant 271000 :unit ( <pointer:16> ton ) ) :time ( <pointer:17> or :op1 ( <pointer:18> date-entity :year 2018 ) :op2 ( <pointer:19> year :mod ( <pointer:20> after :op1 <pointer:18> ) ) ) ) :ARG1-of ( <pointer:21> reasonable-02 ) ) :op2 ( <pointer:22> make-02 :ARG1 ( <pointer:23> subject-01 :ARG1 <pointer:11> :ARG2 ( <pointer:24> thing :ARG1-of ( <pointer:25> require-01 :ARG0 ( <pointer:26> program :mod ( <pointer:27> trade-01 ) :ARG1-of ( <pointer:28> new-01 ) :mod <pointer:4> ) ) ) ) ) ) ) :ARG2 ( <pointer:29> person :ARG0-of ( <pointer:30> administrate-01 ) ) :mod ( <pointer:31> unanimous ) ) ) )  </g> [EOS]",The chain of command was circumvented when the FAA's Boston Center contacted NEADS directly.," The FAA's Boston Center bypassed the chain of command. ,the"
