premise,hypo,generated_hypo
"<t> As Damon's message suggests, in building an eective vision of child development and child rearing, neither the child's inner thoughts and feelings nor the role of adult guidance can be singularly extolled or wholeheartedly ignored. </t> <g> ( <pointer:0> put-01 :ARG0 ( <pointer:1> arsenic :ARG1-of ( <pointer:2> have-degree-91 :ARG2 ( <pointer:3> well ) :ARG3 ( <pointer:4> equal ) :ARG4 ( <pointer:5> product :wiki <lit> Strychnine </lit> :name ( <pointer:6> name :op1 <lit> Strychnine </lit> ) ) ) ) :ARG1 ( <pointer:7> person :wiki - :name ( <pointer:8> name :op1 <lit> Emily </lit> ) :mod ( <pointer:9> poor ) ) :ARG2 ( <pointer:10> out-06 :ARG2 ( <pointer:11> way ) ) )  </g> [EOS]",Damon's message suggested that the child's inner thoughts and feelings cannot be ignored., Damon's message suggests that the child needs to be fully aware of their inner thoughts and
<t> 18 The advantage of using VMI programs stems from the retailer and manufacturer working together to determine a flow of shipments that optimizes the economics of the two parties as a system. </t> <g> ( <pointer:0> multi-sentence :snt1 ( <pointer:1> and :op1 ( <pointer:2> do-02 :ARG0 ( <pointer:3> i ) :ARG1 ( <pointer:4> it ) :time ( <pointer:5> before ) ) :op2 ( <pointer:6> enjoy-01 :ARG0 <pointer:3> :ARG1 <pointer:4> :degree ( <pointer:7> thorough ) ) :op3 ( <pointer:8> blast :domain <pointer:4> :ARG1-of ( <pointer:9> real-04 ) ) ) :snt2 ( <pointer:10> contrast-01 :ARG1 ( <pointer:11> hate-01 :ARG0 ( <pointer:12> person :ARG0-of ( <pointer:13> have-rel-role-91 :ARG1 ( <pointer:14> i ) :ARG2 ( <pointer:15> wife ) ) ) :ARG1 ( <pointer:16> it ) ) :ARG2 ( <pointer:17> way :manner-of ( <pointer:18> live-01 ) :domain ( <pointer:19> that ) :ARG1-of ( <pointer:20> guess-01 :ARG0 <pointer:14> ) ) ) )  </g> [EOS],The retailer and manufacturer work together as a team to determine optimal economic levels., The benefit of using VMI programs stems from the retailer and manufacturer working together to determine
<t> Thank you again for sending me the information on your $25 reasonable request direct mail appeal as well as your detailed analysis of results. </t> <g> ( <pointer:0> contrast-01 :ARG2 ( <pointer:1> have-degree-91 :ARG1 ( <pointer:2> number :quant-of ( <pointer:3> piece :mod ( <pointer:4> mail ) :ARG1-of ( <pointer:5> lose-02 :ARG1-of ( <pointer:6> cause-01 :ARG0 ( <pointer:7> method :mod ( <pointer:8> pay-01 :ARG3 ( <pointer:9> bill ) ) :mod ( <pointer:10> alternative ) ) ) ) ) ) :ARG2 ( <pointer:11> small ) :ARG3 ( <pointer:12> too ) :ARG6 ( <pointer:13> impact-01 :ARG0 <pointer:2> :ARG1 ( <pointer:14> volume :mod ( <pointer:15> class :ord ( <pointer:16> ordinal-entity :value 1 ) ) ) :mod ( <pointer:17> material ) ) :time ( <pointer:18> so-far ) ) )  </g> [EOS],The information and analysis results you sent me concerning the direct mail is greatly appreciated.," I appreciate the information you provided me. , Thankyou again for sending"
<t> They said the hijackers wielded knives and claimed to have a bomb. </t> <g> ( <pointer:0> seem-01 :ARG1 ( <pointer:1> develop-02 :ARG0 ( <pointer:2> something :location ( <pointer:3> mind :poss ( <pointer:4> he ) ) ) :ARG1 ( <pointer:5> tan :ARG0-of ( <pointer:6> let-01 :ARG1 ( <pointer:7> face-01 :ARG0 <pointer:4> :ARG1 ( <pointer:8> bite-01 :ARG0 ( <pointer:9> chance-02 ) ) :manner ( <pointer:10> flinch-01 :polarity - :ARG0 <pointer:4> ) ) ) ) :mod ( <pointer:11> also ) ) )  </g> [EOS],The highjackers had knives and claimed to have bombs. , The hijackers were armed with knives.  They said they had a bomb as
<t> A relatively new graphic technique is the sandwich. </t> <g> ( <pointer:0> multi-sentence :snt1 ( <pointer:1> sink-01 :ARG1 ( <pointer:2> i :ARG0-of ( <pointer:3> live-01 ) :ARG0-of ( <pointer:4> wish-01 :ARG1 ( <pointer:5> die-01 ) ) :ARG0-of ( <pointer:6> deny-01 :ARG1 <pointer:5> ) :poss ( <pointer:7> thread :ARG1-of ( <pointer:8> long-03 :ARG2-of ( <pointer:9> have-degree-91 :ARG1 <pointer:7> :ARG3 ( <pointer:10> too :mod ( <pointer:11> all ) ) ) ) ) :ARG1-of ( <pointer:12> tie-01 :ARG2 ( <pointer:13> life :mod ( <pointer:14> wretched ) ) ) :ARG0-of ( <pointer:15> look-01 :polarity - :ARG1 ( <pointer:16> relieve-01 ) ) ) :time ( <pointer:17> now ) :manner ( <pointer:18> sorrow-01 :ARG1 <pointer:2> ) ) :snt2 ( <pointer:19> obligate-01 :ARG1 <pointer:2> :ARG2 ( <pointer:20> spend-02 :ARG0 <pointer:2> :ARG1 ( <pointer:21> multiple :op1 ( <pointer:22> temporal-quantity :quant 1 :unit ( <pointer:23> day ) ) :ARG1-of ( <pointer:24> die-01 :time ( <pointer:25> ever ) ) :poss <pointer:2> ) :ARG2 ( <pointer:26> grief :ARG1-of ( <pointer:27> end-01 :polarity - :time ( <pointer:28> ever ) ) ) ) ) )  </g> [EOS],The sandwich is a somewhat new technique.," The sandwich is a new graphic technique. , when you look at it"
"<t> Best of all, probably, was the unintentional but unavoidable hilarity roused by Hattie McDaniels, Butterfly McQueen, and Vivien Leigh as they jabbered and squeaked in Japanese about Ashley Wilkes, Mista Rhett, and the fall of Atlanta. </t> <g> ( <pointer:0> point-out-02 :ARG1 ( <pointer:1> formation :quant 2 :consist-of ( <pointer:2> rock ) :ARG1-of ( <pointer:3> natural-03 ) ) :time ( <pointer:4> always ) :time ( <pointer:5> excursion ) )  </g> [EOS]","The humor from the Japanese jabbering was unintentional, but was likely the most enjoyable."," Hattie McDaniels, Butterfly McQueen and Vivien Leigh were hilarious. "
"<t> We are asking for your ten dollars to help fund our programs of Research, Education, and Patient Service and Rehabilitation. </t> <g> ( <pointer:0> multi-sentence :snt1 ( <pointer:1> yeah :mode expressive ) :snt2 ( <pointer:2> include-91 :ARG1 ( <pointer:3> it ) :ARG2 ( <pointer:4> thing ) ) :snt3 ( <pointer:5> or :op1 ( <pointer:6> like-01 :ARG0 ( <pointer:7> person :ARG0-of ( <pointer:8> criticize-01 ) ) :ARG1 ( <pointer:9> it ) :degree ( <pointer:10> really ) ) :op2 ( <pointer:11> like-01 :polarity - :ARG0 <pointer:7> :ARG1 <pointer:9> :degree <pointer:10> ) :condition ( <pointer:12> read-01 :ARG0 ( <pointer:13> you ) :ARG1 ( <pointer:14> and :op1 ( <pointer:15> newspaper ) :op2 ( <pointer:16> stuff ) ) ) ) )  </g> [EOS]","Your contribution of ten dollars is going to go towards Research, Education, and Patient Service and Rehabilitation."," We need ten dollars to fund our programs. , help us finance them"
"<t> The mission crew commander explained to us that the purpose was to position the Langley fighters between the reported southbound American 11 and the nation's capital. </t> <g> ( <pointer:0> complete-01 :ARG0 ( <pointer:1> country :wiki <lit> Spain </lit> :name ( <pointer:2> name :op1 <lit> Spain </lit> ) :ARG1-of ( <pointer:3> unify-01 :ARG1-of ( <pointer:4> new-01 ) ) :mod ( <pointer:5> religious-group :wiki <lit> Christian </lit> :name ( <pointer:6> name :op1 <lit> Christian </lit> ) ) :ARG1-of ( <pointer:7> govern-01 :ARG0 ( <pointer:8> and :op1 ( <pointer:9> person :wiki <lit> Ferdinand II of Aragon </lit> :name ( <pointer:10> name :op1 <lit> Ferdinand </lit> ) :ARG0-of ( <pointer:11> have-org-role-91 :ARG2 ( <pointer:12> king ) ) ) :op2 ( <pointer:13> person :wiki <lit> Isabella I of Castile </lit> :name ( <pointer:14> name :op1 <lit> Isabella </lit> ) :ARG0-of ( <pointer:15> have-org-role-91 :ARG2 ( <pointer:16> king ) ) ) :mod ( <pointer:17> religious-group :wiki <lit> Catholic Church </lit> :name ( <pointer:18> name :op1 <lit> Catholic </lit> ) ) ) ) ) :ARG1 ( <pointer:19> event :wiki <lit> Reconquista </lit> :name ( <pointer:20> name :op1 <lit> Reconquista </lit> ) ) :manner ( <pointer:21> defeat-01 :ARG0 <pointer:1> :ARG1 ( <pointer:22> enclave :wiki <lit> Granada </lit> :name ( <pointer:23> name :op1 <lit> Granada </lit> ) :mod ( <pointer:24> only ) :mod ( <pointer:25> religious-group :wiki <lit> Muslim </lit> :name ( <pointer:26> name :op1 <lit> Muslim </lit> ) ) :ARG1-of ( <pointer:27> leave-17 :location ( <pointer:28> peninsula :wiki <lit> Iberia </lit> :name ( <pointer:29> name :op1 <lit> Iberia </lit> ) ) ) ) :time ( <pointer:30> date-entity :year 1492 ) ) ) "",</g> [EOS]",The crew commander said that fighters would be placed between Washington DC and American 11., The mission commander explained that the purpose was to position Langley fighters between southbound American
"<t> Without a nationally regulated and generously subsidized child-care system, formal child care in the United States is in much shorter supply and considerably more costly for parents than it is in other industrialized nations. </t> <g> ( <pointer:0> suggest-01 :ARG0 ( <pointer:1> person :ARG0-of ( <pointer:2> have-org-role-91 :ARG2 ( <pointer:3> pope ) ) ) :ARG1 ( <pointer:4> person :ARG0-of ( <pointer:5> have-org-role-91 :ARG2 ( <pointer:6> general ) ) ) )  </g> [EOS]","Without a quality child-care system, it is much harder to come by and more expensive for parents than in other countries."," Without a nationally regulated and generously subsidized child-care system, formal childcare in the United"
<t> This plan is one more reason to preserve the perennially endangered Endangered Species Act -the most effective wildlife law ever passed. </t> <g> ( <pointer:0> begin-01 :ARG0 ( <pointer:1> person :wiki - :name ( <pointer:2> name :op1 <lit> Rogers </lit> ) :ARG0-of ( <pointer:3> have-org-role-91 :ARG2 ( <pointer:4> professor ) ) ) :ARG1 ( <pointer:5> career :poss <pointer:1> ) :ARG2 ( <pointer:6> clerk-01 :ARG0 <pointer:1> :ARG2 ( <pointer:7> person :wiki <lit> Thomas D. Lambros </lit> :name ( <pointer:8> name :op1 <lit> Thomas </lit> :op2 <lit> D. </lit> :op3 <lit> Lambros </lit> ) :ARG0-of ( <pointer:9> have-org-role-91 :ARG1 ( <pointer:10> government-organization :wiki <lit> United States District Court for the Northern District of Ohio </lit> :name ( <pointer:11> name :op1 <lit> United </lit> :op2 <lit> States </lit> :op3 <lit> District </lit> :op4 <lit> of </lit> :op5 <lit> Ohio </lit> ) ) ) :ARG1-of ( <pointer:12> honorable-03 ) ) ) )  </g> [EOS],The Endangered Species Act needs to be preserved because of this plan., The Endangered Species Act is the most effective wildlife law ever passed. 
"<t> These experiments in political Islam faltered during the 1990 the Iranian revolution lost momentum, prestige, and public support, and Pakistan's rulers found that most of its population had little enthusiasm for fundamentalist Islam. </t> <g> ( <pointer:0> have-concession-91 :ARG1 ( <pointer:1> grow-01 :ARG1 ( <pointer:2> economy ) :time ( <pointer:3> year :mod ( <pointer:4> recent ) ) :ARG1-of ( <pointer:5> cause-01 :ARG0 ( <pointer:6> invest-01 :ARG1-of ( <pointer:7> increase-01 ) :ARG1-of ( <pointer:8> have-degree-91 :ARG2 ( <pointer:9> good-02 :ARG1 <pointer:6> ) :ARG3 ( <pointer:10> more ) ) ) ) :ARG1-of ( <pointer:11> high-02 ) ) :ARG2 ( <pointer:12> remain-01 :ARG1 ( <pointer:13> save-01 :mod ( <pointer:14> nation ) ) :ARG3 ( <pointer:15> low-04 :ARG1 <pointer:13> :ARG2-of ( <pointer:16> relative-05 ) :ARG1-of ( <pointer:17> standard-02 :mod ( <pointer:18> history ) :mod ( <pointer:19> country :wiki <lit> United States </lit> :name ( <pointer:20> name :op1 <lit> U.S. </lit> ) ) ) ) ) )  </g> [EOS]",Those in power in Pakistan learned their people weren't orthodox Islam.," The Iranian revolution lost momentum. , when the 1990 faltered..."
"<t> Callers reported that a passenger had been stabbed and that two people were lying on the floor of the cabin, injured or dead-possibly the captain and first officer. </t> <g> ( <pointer:0> complain-01 :quant 2 :ARG0 ( <pointer:1> person ) :ARG1 ( <pointer:2> rank-01 :ARG2 60 :ARG0 ( <pointer:3> we ) :ARG1 ( <pointer:4> contribute-01 :ARG0 ( <pointer:5> country :wiki <lit> United States </lit> :name ( <pointer:6> name :op1 <lit> America </lit> ) ) :ARG2 ( <pointer:7> charity ) :ARG1-of ( <pointer:8> have-degree-91 :ARG2 ( <pointer:9> large ) :ARG3 ( <pointer:10> most ) ) ) :source ( <pointer:11> magazine :wiki <lit> Slate (magazine) </lit> :name ( <pointer:12> name :op1 <lit> Slate </lit> ) ) ) :ARG1-of ( <pointer:13> justify-01 ) )  </g> [EOS]",Callers stated that there were casualties aboard.  ," Callers said that a passenger had been stabbed. , two people were"
"<t> And, how old are you? </t> <g> ( <pointer:0> return-01 :ARG1 ( <pointer:1> they :ARG0-of ( <pointer:2> make-01 :ARG1 ( <pointer:3> pilgrimage :destination ( <pointer:4> city :wiki <lit> Jerusalem </lit> :name ( <pointer:5> name :op1 <lit> Jerusalem </lit> ) ) ) ) ) :ARG4 ( <pointer:6> live-01 :ARG0 <pointer:1> :location ( <pointer:7> village :wiki <lit> Nazareth </lit> :name ( <pointer:8> name :op1 <lit> Nazareth </lit> ) :location ( <pointer:9> local-region :wiki <lit> Galilee </lit> :name ( <pointer:10> name :op1 <lit> Galilee </lit> ) ) ) ) )  </g> [EOS]",What is your age?," How old are you?  And, how do they return to Jerusalem. I"
<t> Far more acquired valuable skills but lived in stagnant economies that could not generate satisfying jobs. </t> <g> ( <pointer:0> exemplify-01 :ARG0 ( <pointer:1> city :wiki <lit> Castlerigg </lit> :name ( <pointer:2> name :op1 <lit> Castlerigg </lit> ) :ARG1-of ( <pointer:3> near-02 :ARG2 ( <pointer:4> city :wiki <lit> Keswick </lit> :name ( <pointer:5> name :op1 <lit> Keswick </lit> ) ) ) ) :ARG1-of ( <pointer:6> have-degree-91 :ARG2 ( <pointer:7> good-02 :ARG1 <pointer:0> ) :ARG3 ( <pointer:8> most ) ) )  </g> [EOS],Many people learned useful skills but were stuck in economies that were not creating needed jobs.," Stagnant economies could not generate satisfying jobs. ,lahl-"
<t> And uh she had just cartons and cartons of soup labels that she had saved over the years and redeem them you know I don't know five cents a bushel so she was very practical in that regard. </t> <g> ( <pointer:0> contrast-01 :ARG1 ( <pointer:1> and :op1 ( <pointer:2> unlock-01 :ARG0 ( <pointer:3> person :ARG0-of ( <pointer:4> guard-01 :ARG1 ( <pointer:5> tomb ) ) ) :ARG1 ( <pointer:6> gate :part-of ( <pointer:7> tunnel ) ) ) :op2 ( <pointer:8> give-01 :ARG0 <pointer:3> :ARG1 ( <pointer:9> candle ) :ARG2 ( <pointer:10> you ) :purpose ( <pointer:11> explore-01 :ARG0 <pointer:10> :ARG1 ( <pointer:12> catacomb :mod ( <pointer:13> small ) :mod ( <pointer:14> circular ) ) ) ) ) :ARG2 ( <pointer:15> worth-02 :ARG1 ( <pointer:16> it ) :ARG2 ( <pointer:17> effort-01 ) :degree ( <pointer:18> hardly ) :ARG1-of ( <pointer:19> cause-01 :ARG0 ( <pointer:20> little :ARG1-of ( <pointer:21> see-01 :ARG0 <pointer:10> :ARG1-of ( <pointer:22> possible-01 ) ) ) ) ) )  </g> [EOS],She saved soup labels and redeemed them for money. ," She had a lot of food. , she was very practical in that"
"<t> By 10:45 there was, however, another set of fighters circling Washington that had entirely different rules of engagement. </t> <g> ( <pointer:0> contrast-01 :ARG2 ( <pointer:1> seem-01 :ARG1 ( <pointer:2> mind-01 :polarity - :ARG0 ( <pointer:3> they ) :ARG1 ( <pointer:4> and :op1 ( <pointer:5> shatter-01 :ARG0 ( <pointer:6> announce-01 :ARG1-of ( <pointer:7> record-01 ) :ARG1-of ( <pointer:8> blare-01 :ARG2 ( <pointer:9> speaker :mod ( <pointer:10> loudspeaker ) ) ) :ARG0-of ( <pointer:11> parrot-01 :ARG1 ( <pointer:12> information :ARG1-of ( <pointer:13> contain-01 :ARG0 ( <pointer:14> leaflet :ARG1-of ( <pointer:15> provide-01 :ARG2 ( <pointer:16> office :mod ( <pointer:17> ticket ) ) ) ) :time ( <pointer:18> already ) ) ) ) ) :ARG1 ( <pointer:19> tranquility :poss ( <pointer:20> garden :mod ( <pointer:21> rock ) :part-of ( <pointer:22> temple :mod ( <pointer:23> person :wiki <lit> Zen Buddhism </lit> :name ( <pointer:24> name :op1 <lit> Zen </lit> ) ) ) ) ) ) :op2 ( <pointer:25> emanate-01 :ARG1 ( <pointer:26> music :mod ( <pointer:27> pop ) :mod ( <pointer:28> metal :mod ( <pointer:29> heavy ) ) ) :ARG2 ( <pointer:30> radio :poss ( <pointer:31> person :ARG0-of ( <pointer:32> own-01 :ARG1 ( <pointer:33> store :mod ( <pointer:34> grocery ) :location ( <pointer:35> corner ) ) ) :age ( <pointer:36> temporal-quantity :mod ( <pointer:37> middle ) ) ) ) :manner ( <pointer:38> loud ) ) :op3 ( <pointer:39> ring-02 :ARG0 ( <pointer:40> shop :mod ( <pointer:41> souvenir ) :mod ( <pointer:42> garish ) :ARG0-of ( <pointer:43> display-01 :ARG1 ( <pointer:44> and :op1 ( <pointer:45> understated :mod ( <pointer:46> tasteful ) ) :op2 ( <pointer:47> kitsch :mod ( <pointer:48> hideous ) ) ) :ARG2 ( <pointer:49> shelf ) ) ) :ARG1 ( <pointer:50> and :op1 ( <pointer:51> park ) :op2 ( <pointer:52> garden ) :op3 ( <pointer:53> temple :mod ( <pointer:54> hallow ) ) ) ) ) :mod ( <pointer:55> also ) ) ) ) "",</g> [EOS]",The fighters in the air over Washington at 10:45 had been told specific rules of engagement. , There were fighters circling Washington by 10:45. Sheriff's office
"<t> Um, Can we turn that off while I think? </t> <g> ( <pointer:0> say-01 :ARG0 ( <pointer:1> he ) :ARG1 ( <pointer:2> help-01 :polarity - :ARG0 ( <pointer:3> person :ARG0-of ( <pointer:4> chauffeur-01 ) ) :ARG1 ( <pointer:5> you ) :mod ( <pointer:6> any ) ) :time ( <pointer:7> then :time-of ( <pointer:8> catch-01 :ARG0 <pointer:1> :ARG1 ( <pointer:9> glance-01 :ARG0 ( <pointer:10> other ) :manner ( <pointer:11> sidelong ) ) ) ) )  </g> [EOS]",Can we shut that down while I ponder?," Can we turn that off while I think? , When he asked the"
"<t> Throughout this book'and especially in Chapter 5, which addresses the development of children with physical and mental disabilities'we will see many more examples of these synergistic eects. </t> <g> ( <pointer:0> figure :mod 1 :topic ( <pointer:1> point :location-of ( <pointer:2> deliver-01 ) :location-of ( <pointer:3> stop-01 ) ) )  </g> [EOS]",The effects are described in each chapter in different ways., There are many examples of synergistic eects in the book. 
"<t> Though Turabi had been its inspirational leader, General Omar al Bashir, president since 1989, had never been entirely under his thumb. </t> <g> ( <pointer:0> contrast-01 :ARG1 ( <pointer:1> suppose-02 :ARG1 ( <pointer:2> inflate-01 ) :ARG2 ( <pointer:3> poison :ARG0-of ( <pointer:4> kill-01 ) ) ) :ARG2 ( <pointer:5> suppose-02 :polarity - :ARG1 <pointer:2> :ARG2 ( <pointer:6> medicine :ARG1-of ( <pointer:7> useful-05 ) ) ) )  </g> [EOS]",Omar al Bashir became the organization's president in 1989.," General Omar al Bashir had never been entirely under his thumb, even though Turabi"
