premise,hypo,generated_hypo
"<t> Some die-cutting operations allow for a number of knit tubes to be centered, placed on one another, and then cut. </t> <g> ( <pointer:0> full-09 :ARG1 ( <pointer:1> it :mod ( <pointer:2> district :mod ( <pointer:3> person :ARG0-of ( <pointer:4> tour-01 ) ) :mod ( <pointer:5> reputation ) ) ) :ARG2 ( <pointer:6> and :op1 ( <pointer:7> center :mod ( <pointer:8> shop-01 ) ) :op2 ( <pointer:9> store :mod ( <pointer:10> department ) ) :op3 ( <pointer:11> restaurant :quant ( <pointer:12> number ) :ARG1-of ( <pointer:13> good-02 ) ) ) )  </g> [EOS]",Some die-cutting operations facilitate the centering of more than one knit tube. , Some die-cutting operations allow for knit tubes to be centered. ...
"<t> Minutes later, United 175 turned southwest without clearance from air traffic control. </t> <g> ( <pointer:0> multi-sentence :snt1 ( <pointer:1> yeah :mode expressive ) :snt2 ( <pointer:2> and :op1 ( <pointer:3> know-01 :polarity - :ARG0 ( <pointer:4> i ) ) :op2 ( <pointer:5> think-01 :ARG0 <pointer:4> :ARG1 ( <pointer:6> discuss-01 :ARG1 ( <pointer:7> it ) :mod ( <pointer:8> interesting :degree ( <pointer:9> very ) ) :ARG1-of ( <pointer:10> know-01 :ARG0 ( <pointer:11> you ) ) ) ) :op3 ( <pointer:12> and :op1 ( <pointer:13> pro ) :op2 ( <pointer:14> con ) :location ( <pointer:15> around :op1 <pointer:7> ) :quant ( <pointer:16> lot ) :mod ( <pointer:17> certain ) ) ) )  </g> [EOS]",United 175 turned without clearance from air traffic control.  ," United 175 went southwest without clearance. , after a few minutes later;"
"<t> However, we recognize that contributions at the Maennerchor Society level are not possible for all. </t> <g> ( <pointer:0> expensive :domain ( <pointer:1> try-01 :ARG1 ( <pointer:2> keep-02 :ARG1 ( <pointer:3> live-01 :ARG0 ( <pointer:4> grass ) ) :time ( <pointer:5> date-entity :season ( <pointer:6> summer ) ) :location ( <pointer:7> piece :part-of ( <pointer:8> ground :mod ( <pointer:9> big :degree ( <pointer:10> that ) ) ) ) ) ) )  </g> [EOS]",Contributions at the level of the Maennerchor Society are impossible for some., It is not possible for everyone to make contributions at the Maennerchor Society
"<t> It is many years since my contemporaries and I got a kick out of seeing even the bowdlerized f**k in print (in Partridge's Dictionary of Slang and Unconventional English , 1935), and fug in Mailer's The Naked and the Dead allowed prudery to mock itself. </t> <g> ( <pointer:0> long-03 :ARG1 ( <pointer:1> route :mod ( <pointer:2> rural ) ) :ARG2 ( <pointer:3> distance-quantity :quant 55 :unit ( <pointer:4> mile ) :ARG2-of ( <pointer:5> average-01 ) ) )  </g> [EOS]",Many years have passed since my contemporaries..., I used to enjoy seeing the bowdlerized f**k in print. 
<t> Cathedral provided us with a good education and a great foundation for our futures. </t> <g> ( <pointer:0> differ-02 :ARG1 ( <pointer:1> someone :ARG1-of ( <pointer:2> resemble-01 :ARG2 ( <pointer:3> person :wiki <lit> Michael Dell </lit> :name ( <pointer:4> name :op1 <lit> Michael </lit> :op2 <lit> Dell </lit> ) ) ) ) :ARG2 ( <pointer:5> someone :ARG1-of ( <pointer:6> resemble-01 :ARG2 ( <pointer:7> person :wiki <lit> Al Dunlap </lit> :name ( <pointer:8> name :op1 <lit> Al </lit> :op2 <lit> Dunlap </lit> ) ) ) ) :mod ( <pointer:9> dramatic ) )  </g> [EOS],We studied at the cathedral during our schooling years. ," Cathedral gave us a good education and foundation for our futures. , dramatic"
"<t> The traditional system of apparel assembly was designed to minimize the direct labor costs of assembly, not production throughput time. </t> <g> ( <pointer:0> encourage-01 :ARG0 ( <pointer:1> they ) :ARG1 ( <pointer:2> view-02 :ARG1 ( <pointer:3> possible-01 :polarity - :ARG1 ( <pointer:4> fix-02 :ARG0 ( <pointer:5> plane :quant ( <pointer:6> few ) :ARG1-of ( <pointer:7> see-01 :ARG1-of ( <pointer:8> possible-01 :polarity - ) ) ) :ARG1 ( <pointer:9> anything :example ( <pointer:10> and :op1 ( <pointer:11> program :topic ( <pointer:12> weapon :mod ( <pointer:13> germ ) ) :mod ( <pointer:14> country :wiki <lit> Iraq </lit> :name ( <pointer:15> name :op1 <lit> Iraq </lit> ) ) ) :op2 ( <pointer:16> atrocity :mod ( <pointer:17> country :wiki <lit> Serbia </lit> :name ( <pointer:18> name :op1 <lit> Serbia </lit> ) ) ) ) ) ) ) ) )  </g> [EOS]","The conventional apparel assembly system was put in place not to shorten production time, but the lower the salary costs of assembly.", The traditional system of apparel assembly was designed to minimize the direct labor costs. 
"<t> Daddy's, daddy's a builder right? </t> <g> ( <pointer:0> find-01 :ARG0 ( <pointer:1> company :wiki <lit> Gallup (company) </lit> :name ( <pointer:2> name :op1 <lit> Gallup </lit> ) ) :ARG1 ( <pointer:3> have-quant-91 :ARG1 ( <pointer:4> number :quant-of ( <pointer:5> person :ARG0-of ( <pointer:6> say-01 :ARG1 ( <pointer:7> dislike-01 :ARG0 <pointer:5> :ARG1 ( <pointer:8> person :wiki <lit> Robert F. Kennedy </lit> :name ( <pointer:9> name :op1 <lit> RFK </lit> ) :ARG1-of ( <pointer:10> have-degree-91 :ARG2 ( <pointer:11> like-01 :ARG1 <pointer:8> :ARG1-of ( <pointer:12> intense-02 ) ) :ARG3 ( <pointer:13> more ) :ARG4 ( <pointer:14> politician :ARG0-of ( <pointer:15> practice-01 ) :mod ( <pointer:16> any ) :mod ( <pointer:17> other ) ) :mod ( <pointer:18> probable ) ) ) ) ) ) ) :ARG3 ( <pointer:19> times :quant 2 ) :ARG4 ( <pointer:20> number :quant-of ( <pointer:21> person :ARG0-of ( <pointer:22> dislike-01 :ARG1 ( <pointer:23> person :wiki <lit> Lyndon B. Johnson </lit> :name ( <pointer:24> name :op1 <lit> Johnson </lit> ) :ARG0-of ( <pointer:25> architect-01 :ARG1 ( <pointer:26> war :location ( <pointer:27> country :wiki <lit> Vietnam </lit> :name ( <pointer:28> name :op1 <lit> Vietnam </lit> ) ) :ARG1-of ( <pointer:29> popular-02 :polarity - :ARG1-of ( <pointer:30> increase-01 ) ) ) ) ) :ARG1-of <pointer:12> ) ) ) ) :time ( <pointer:31> date-entity :month 5 :year 1967 ) )  </g> [EOS]",Is father a builder?," Daddy's a builder, right? .asmolga:n;"
"<t> Their actions saved the lives of countless others, and may have saved either the Capitol or the White House from destruction. </t> <g> ( <pointer:0> recommend-01 :ARG1 ( <pointer:1> exceed-01 :polarity - :ARG0 ( <pointer:2> concentrate-02 :ARG1 ( <pointer:3> pesticide ) ) :ARG1 ( <pointer:4> value :mod ( <pointer:5> criteria :mod ( <pointer:6> chronic ) :mod ( <pointer:7> organization :wiki - :name ( <pointer:8> name :op1 <lit> Ambient </lit> :op2 <lit> Water </lit> :op3 <lit> Quality </lit> ) ) :poss ( <pointer:9> organization :wiki <lit> United States Environmental Protection Agency </lit> :name ( <pointer:10> name :op1 <lit> USEPA </lit> ) ) ) ) :condition ( <pointer:11> available-02 :ARG2 <pointer:4> ) ) )  </g> [EOS]",They saved lives with what they were doing.," Their actions saved lives. , may have been the reason for destruction of"
"<t> He moved on to open his own retail stores, restaurants, sales organizations, a manufacturing company and a public relations firm. </t> <g> ( <pointer:0> or :op1 ( <pointer:1> lock-01 :ARG1 ( <pointer:2> that :mod ( <pointer:3> too ) ) ) :op2 ( <pointer:4> bolt-03 :ARG1 <pointer:2> ) :location ( <pointer:5> inside ) )  </g> [EOS]",He opened several things including a public relations firm., He opened his own retail stores.  he moved on to open a manufacturing company
<t> You can literally help save a life. </t> <g> ( <pointer:0> and :op1 ( <pointer:1> means :polarity - :manner-of ( <pointer:2> destroy-01 :ARG1 ( <pointer:3> it ) ) ) :op2 ( <pointer:4> dare-01 :ARG1 ( <pointer:5> he ) :ARG2 ( <pointer:6> keep-01 :polarity - :ARG0 <pointer:5> :ARG1 <pointer:3> ) ) )  </g> [EOS],You can save a life.," You can save a life. , and the means to do it are"
"<t> Young Parents  A key component in reduction of potential risk of child abuse, designed to decrease stress in the parent/child relationship enabling the parent to continue school attendance and achievement. </t> <g> ( <pointer:0> risk-01 :ARG0 ( <pointer:1> person :ARG0-of ( <pointer:2> participate-01 ) ) :ARG1 ( <pointer:3> lose-02 :ARG0 <pointer:1> :ARG1 ( <pointer:4> and :op1 ( <pointer:5> job :poss <pointer:1> ) :op2 ( <pointer:6> portion :ARG1-of ( <pointer:7> significant-02 ) :ARG1-of ( <pointer:8> include-91 :ARG2 ( <pointer:9> thing :ARG1-of ( <pointer:10> save-01 :ARG0 <pointer:1> :ARG3 ( <pointer:11> retire-01 :ARG0 <pointer:1> ) ) ) ) :mod ( <pointer:12> also ) ) ) :condition ( <pointer:13> file-01 :ARG0 ( <pointer:14> company :poss <pointer:1> ) :ARG4 ( <pointer:15> bankrupt-01 :ARG1 <pointer:14> ) ) ) :condition ( <pointer:16> case-04 :ARG1 ( <pointer:17> this ) ) )  </g> [EOS]",designed to decrease stress in American parent/child relationships , Young parents are a key component in reducing the risk of child abuse. 
<t> NORAD would receive tracking information for the hijacked aircraft either from joint use radar or from the relevant FAA air traffic control facility. </t> <g> ( <pointer:0> and :op1 ( <pointer:1> transform-01 :ARG1 ( <pointer:2> it ) :ARG2 ( <pointer:3> museum :wiki <lit> Bob Marley Museum </lit> :name ( <pointer:4> name :op1 <lit> Bob </lit> :op2 <lit> Marley </lit> :op3 <lit> Museum </lit> ) ) ) :op2 ( <pointer:5> manage-01 :ARG0 ( <pointer:6> family :wiki <lit> Marley family </lit> :name ( <pointer:7> name :op1 <lit> Marley </lit> ) ) :ARG1 <pointer:2> :manner ( <pointer:8> careful ) :purpose ( <pointer:9> protect-01 :ARG0 <pointer:6> :ARG1 ( <pointer:10> memory :topic ( <pointer:11> life :poss ( <pointer:12> he ) ) ) ) ) :time ( <pointer:13> since :op1 ( <pointer:14> die-01 :ARG1 <pointer:12> ) ) )  </g> [EOS],NORAD gets tracking information for planes from joint use radar or the FAA., The tracking information for the hijacked aircraft would be received by NORAD. 
<t> Thank you for your past help and your continued support. </t> <g> ( <pointer:0> know-01 :ARG0 ( <pointer:1> we ) :ARG1 ( <pointer:2> chance-02 :ARG1 ( <pointer:3> it ) :mod ( <pointer:4> outside ) ) :time ( <pointer:5> always ) )  </g> [EOS],Thanks for the help and support.," I appreciate your support. , thanks for that! )amazing and"
<t> Such a clue for COCK might  adult male of the domestic fowl . </t> <g> ( <pointer:0> and :op2 ( <pointer:1> person :wiki <lit> Alan Tonelson </lit> :name ( <pointer:2> name :op1 <lit> Alan </lit> :op2 <lit> Tonelson </lit> ) :mod ( <pointer:3> country :wiki <lit> United States </lit> :name ( <pointer:4> name :op1 <lit> U.S. </lit> ) ) ) )  </g> [EOS],"The word ""cock"" refers to an adult male domesticated fowl. ", COCK might have a clue. ...and also the male of domestic
"<t> West side of Charlotte. </t> <g> ( <pointer:0> and :op2 ( <pointer:1> and :op1 ( <pointer:2> and :op1 ( <pointer:3> be-located-at-91 :ARG2 ( <pointer:4> back ) ) :op2 ( <pointer:5> filter-02 :ARG1 ( <pointer:6> news :mod ( <pointer:7> some ) ) :ARG2 ( <pointer:8> go-02 :ARG0 ( <pointer:9> they ) :ARG4 ( <pointer:10> see-01 :ARG0 <pointer:9> :ARG1 ( <pointer:11> thing :mod ( <pointer:12> some ) :mod ( <pointer:13> old ) ) ) ) :frequency ( <pointer:14> now-and-then :mod ( <pointer:15> every ) ) ) :op3 ( <pointer:16> program :topic ( <pointer:17> and :op1 ( <pointer:18> save-01 ) :op2 ( <pointer:19> loan-01 ) ) :mod ( <pointer:20> of-course ) ) :op4 ( <pointer:21> continue-01 :ARG1 ( <pointer:22> grow-01 :ARG1 <pointer:16> ) :mod ( <pointer:23> just ) :time ( <pointer:24> after :op1 ( <pointer:25> group :poss ( <pointer:26> i ) ) :mod ( <pointer:27> in-fact ) ) ) :op5 ( <pointer:28> group :mod ( <pointer:29> small :degree ( <pointer:30> very ) ) :ARG1-of ( <pointer:31> specialize-01 ) :mod ( <pointer:32> too ) :domain <pointer:25> :purpose ( <pointer:33> and :op1 ( <pointer:34> get-04 :ARG0 <pointer:25> :ARG1 ( <pointer:35> and :op1 ( <pointer:36> go-01 :ARG1 <pointer:16> ) :op2 ( <pointer:37> spread-02 :ARG1 <pointer:16> ) ) ) ) ) : op6 ( <pointer:38> bow-out-06 :ARG0 ( <pointer:39> organization :wiki <lit> Peace Corps </lit> :name ( <pointer:40> name :op1 <lit> Peace </lit> :op2 <lit> Corps </lit> ) ) :ARG1 <pointer:16> :mod ( <pointer:41> of-course ) :ARG1-of ( <pointer:42> cause-01 :ARG0 ( <pointer:43> something :ARG1-of ( <pointer:44> nationalize-01 :ARG1-of ( <pointer:45> quick-02 :degree ( <pointer:46> very ) ) ) :domain <pointer:16> ) ) ) : op7 ( <pointer:47> same-01 :ARG1 ( <pointer:48> and :op1 <pointer:16> :op2 ( <pointer:49> coop ) ) ) ) ) "",</g> [EOS]",Charlotte's western side.," The west side of Charlotte. , when the Peace Corps ended and was"
"<t> A Feminist Dictionary , edited by influential Cheris Kramarae and Paula Treichler along with Ann Russo, suggests the style and the substance of some recent feminist discourse. </t> <g> ( <pointer:0> hope-01 :ARG0 ( <pointer:1> i ) :ARG1 ( <pointer:2> lead-03 :ARG0 ( <pointer:3> interest-01 :ARG1 ( <pointer:4> we ) :mod ( <pointer:5> common ) ) :ARG1 <pointer:4> :ARG2 ( <pointer:6> consensus :ARG0-of ( <pointer:7> provide-01 :ARG1 ( <pointer:8> benefit-01 :ARG1 <pointer:9> :ARG1-of ( <pointer:9> significant-02 ) ) :ARG2 ( <pointer:10> country ) ) ) ) )  </g> [EOS]",A Feminist Dictionary explains the reasoning and arguments given by feminists., A feminist dictionary was edited by Cheris Kramarae and Paula Treichler
"<t> At 10:02, the communicators in the shelter began receiving reports from the Secret Service of an inbound aircraft-presumably hijacked-heading toward Washington. </t> <g> ( <pointer:0> and :op1 ( <pointer:1> throw-away-04 :ARG0 ( <pointer:2> she ) :ARG1 ( <pointer:3> cloak :poss <pointer:2> ) ) :op2 ( <pointer:4> tie-01 :ARG0 <pointer:2> :ARG1 ( <pointer:5> hair :part-of <pointer:2> ) :ARG2 ( <pointer:6> topknot ) :mod ( <pointer:7> back ) :purpose ( <pointer:8> keep-04 :ARG0 <pointer:2> :ARG1 <pointer:5> :ARG2 ( <pointer:9> out-06 :ARG2 ( <pointer:10> way ) ) ) ) )  </g> [EOS]",A hijacked airplane was headed toward Washington at 10 am.," The Secret Service had reports of a hijacked aircraft. , the communicators"
"<t> Consider, for example, a 9-month-old infant who has never before seen a jack-in-the-box. </t> <g> ( <pointer:0> break-01 :ARG1 ( <pointer:1> something :location ( <pointer:2> inside :op1 ( <pointer:3> she ) ) :location ( <pointer:4> head :part-of <pointer:3> ) ) )  </g> [EOS]","For instance, think of a 9-month-old infant experiencing a jack-in-the-box for the first time.", A 9-month old infant has never seen a jack in the box. 
"<t> That was the first time I saw them, the gue, the guerillas. </t> <g> ( <pointer:0> possible-01 :ARG1 ( <pointer:1> hike-01 :ARG0 ( <pointer:2> you ) :ARG1 ( <pointer:3> summit :mod ( <pointer:4> or :op1 ( <pointer:5> mountain :wiki <lit> Petit Bourg </lit> :name ( <pointer:6> name :op1 <lit> Petit-Bourg </lit> ) :mod ( <pointer:7> distance-quantity :quant 716 :unit ( <pointer:8> meter ) ) ) :op2 ( <pointer:9> mountain :wiki <lit> Pigeon peak </lit> :name ( <pointer:10> name :op1 <lit> Pigeon </lit> ) :mod ( <pointer:11> distance-quantity :quant 777 :unit ( <pointer:12> meter ) ) ) ) ) :duration ( <pointer:13> less-than :op1 ( <pointer:14> temporal-quantity :quant 1 :unit ( <pointer:15> hour ) ) ) ) :purpose ( <pointer:16> panorama :ARG1-of ( <pointer:17> sweep-01 ) :ARG1-of ( <pointer:18> have-quant-91 :ARG3 ( <pointer:19> more ) ) ) )  </g> [EOS]","That was the first time I had ever saw them, the guerillas."," I saw the guerillas. , when i first went hiking there"
<t> The international environment for Bin Ladin's efforts was ideal. </t> <g> ( <pointer:0> idiot :domain ( <pointer:1> girl ) :degree ( <pointer:2> so ) )  </g> [EOS],The environment internationally for Bin Ladin's efforts was just right., Bin Ladin's efforts were ideal. ...what a girl!?!
"<t> I find it difficult to imagine a people more hospitable, more generous with their time, than the Japanese who took care of me. </t> <g> ( <pointer:0> and :op2 ( <pointer:1> say-01 :ARG0 ( <pointer:2> he ) :ARG1 ( <pointer:3> thing :quant ( <pointer:4> few ) :ARG1-of ( <pointer:5> interpret-01 :ARG2 ( <pointer:6> support-01 :ARG1 ( <pointer:7> economics :mod ( <pointer:8> side :ARG0-of ( <pointer:9> supply-01 ) ) ) ) :ARG1-of ( <pointer:10> possible-01 ) :manner ( <pointer:11> effort-01 :ARG0 <pointer:2> :mod ( <pointer:12> some ) ) ) ) ) )  </g> [EOS]","The Japanese who cared for me were the most friendly, hospitable people I have ever met.", The Japanese were hospitable and generous.  I find it difficult to imagine a
<t> Transmission of the Authorization from the White House to the Pilots The NMCC learned of United 93's hijacking at about 10:03. </t> <g> ( <pointer:0> conclude-01 :ARG0 ( <pointer:1> government-organization :wiki <lit> National Transportation Safety Board </lit> :name ( <pointer:2> name :op1 <lit> NHTSA </lit> ) ) :ARG1 ( <pointer:3> supersede-01 :polarity - :ARG0 ( <pointer:4> law :wiki <lit> America's Affordable Health Choices Act of 2009 </lit> :name ( <pointer:5> name :op1 <lit> Section </lit> :op2 330 ) ) :ARG1 ( <pointer:6> mandate-01 :ARG0 ( <pointer:7> law :wiki <lit> America's Affordable Health Choices Act of 2009 </lit> :name ( <pointer:8> name :op1 <lit> CAFE </lit> ) ) :ARG1 ( <pointer:9> standard-02 :ARG2 ( <pointer:10> year :mod ( <pointer:11> model ) :mod ( <pointer:12> date-entity :year 1998 ) ) ) ) :concession ( <pointer:13> supersede-01 :ARG0 <pointer:4> :ARG1 ( <pointer:14> criteria :mod <pointer:7> ) ) ) )  </g> [EOS],The NMCC heard about the hijacking of United 93 at 10:03., The NMCC learned of United 93's hijacking at about 10:03. 
"<t> ) Juvenal wrote his satire on Rome in the early years of the second century, during the reign of the Emperor Trajan. </t> <g> ( <pointer:0> and :op1 ( <pointer:1> point-04 :mod ( <pointer:2> interesting ) :time ( <pointer:3> now ) ) :op2 ( <pointer:4> mean-01 :ARG0 ( <pointer:5> i ) :ARG2 ( <pointer:6> be-temporally-at-91 :ARG2 ( <pointer:7> expect-01 ) ) :mod ( <pointer:8> yeah :mode expressive ) ) )  </g> [EOS]",Juvenal wrote during the reign of the Emperor Trajan.," Emperor Trajan was the author of a satire on Rome. , during"
"<t> Together, I think we can make a contribution to that upgrading of the lounge which will be very meaningful for the students. </t> <g> ( <pointer:0> and :op1 ( <pointer:1> center :mod ( <pointer:2> ancient ) :poss ( <pointer:3> industry :ARG0-of ( <pointer:4> thrive-01 ) :mod ( <pointer:5> textile ) :poss ( <pointer:6> county :wiki <lit> Normandy </lit> :name ( <pointer:7> name :op1 <lit> Normandy </lit> ) ) ) :domain ( <pointer:8> city :wiki <lit> Rouen </lit> :name ( <pointer:9> name :op1 <lit> Rouen </lit> ) ) ) :op2 ( <pointer:10> place :location-of ( <pointer:11> martyr-01 :ARG1 ( <pointer:12> person :wiki <lit> Joan of Arc </lit> :name ( <pointer:13> name :op1 <lit> Joan </lit> :op2 <lit> of </lit> :op3 <lit> Arc </lit> ) ) :ARG1-of ( <pointer:14> symbolize-01 :ARG2 ( <pointer:15> resist-01 :ARG1 ( <pointer:16> tyranny ) ) :mod ( <pointer:17> nation ) ) ) :domain <pointer:8> ) )  </g> [EOS]",We can make contributions together to help with the upgrades the lounge needs., We can make a contribution to the upgrading of lounge. ...what will
