"Uh, we used to walk up to the local grocery store, uh, which was about three or four blocks away. [EOS]",The local grocery store was about three or four blocks away.,We used to walk up the street for groceries. onece over four blocks
If I wasn't working here. [EOS],If I was working elsewhere than here.,I would not be here if I wasn't employed. onecement of
"They took out all the rest (of the shrapnel), but the one in his eyebrow, they couldn't get it out. [EOS]",They were able to remove all the shrapnel except the one in his eyebrow.,"They took out all the shrapnel, but they couldn't get it in his eyebrow"
They make up the class of Semantic Clue Elements. [EOS],They comprise the category of Semantic Clue Elements.,They are part of the Semantic Clue Elements class. oneventive
"Um, not too many stories about my dad's childhood. [EOS]",There aren't that many stories of my dad's childhood.,Not many stories about my dad's childhood. onece over one hundred fifty
"The costs associated with demand uncertainty, which were previously connected primarily with fashion products'that is, the problem of selling a highly perishable item'have grown enormously for apparel retailers. [EOS]",Demand uncertainty costs have increased for retailers of apparel.,The costs associated with demand uncertainty have grown enormously for apparel retailers. ­hood
"I guess I want to say that it's been a real positive experience living here, because my, my mother really wants to move back up north because that's where she's from. [EOS]",Residing here has been a good overall experience for me though my mother being from the north wants to move back there.,My mother wants to move back up north because that's where she is from. 
"Presumably FAA would have provided such information, but we do not know how long that would have taken, nor how long it would have taken NEADS to locate the target. [EOS]",The time it would have taken for NEADS to locate the target is unknown.,We don't know how long it would have taken NEADS to locate the target.
I write to ask you to become a supporter of the Moving Company. [EOS],I'm writing because I would like you to support the Moving Company.,I am writing to ask you if the Moving Company is something that should be supported.
Our close neighbour. [EOS],Our neighbor nearby.,Our neighbor. onecement of the same gender and age as us?
"The changes now going on have their analog in the last century, when technological innovations of the day like railroads, telegraph, and steam power'developed for purposes far afield of retail, apparel, or textiles'helped transform the mass distri-bution of goods and information. [EOS]",Mass distribution of goods and information was affected by technological innovations such the steam power.,The changes now are similar to the innovations of last century.  summa­
