premise,hypo,generated_hypo
This guild of scholars is one of the most successful enterprises in the history of our species. [EOS],This guild of scholars is a very successful enterprise.,The guild of scholars is one that has been successful. PHILOSOP
"Yet a few years ago, it almost closed its doors due to a lack of applicants. [EOS]",A few years ago there were hardly any applicants.,"A few years ago, it almost closed its doors due to a lack of applicants."
"In addition, the full donation of $1,000 can be itemized as a federal income tax deduction. [EOS]","The full donation of $1,000, in addition, can be itemized as a federal income tax deduction.","The donation of $1,000 can be itemized as a federal income tax deduction"
"Uh, we used to walk up to the local grocery store, uh, which was about three or four blocks away. [EOS]",The local grocery store was about three or four blocks away.,We used to walk up the street for groceries. factoryAdvertisementscommentsAbout
If I wasn't working here. [EOS],If I was working elsewhere than here.,I would be out of work if I wasn't here. phobicAdvertisements
"They took out all the rest (of the shrapnel), but the one in his eyebrow, they couldn't get it out. [EOS]",They were able to remove all the shrapnel except the one in his eyebrow.,They couldn't get the shrapnel out of his eyebrow. PHOTO:
They make up the class of Semantic Clue Elements. [EOS],They comprise the category of Semantic Clue Elements.,They make up the class of Semantic Clue Elements. PHOTO:
"Um, not too many stories about my dad's childhood. [EOS]",There aren't that many stories of my dad's childhood.,There aren't many stories about my dad's childhood. PHILADEL
"The costs associated with demand uncertainty, which were previously connected primarily with fashion products'that is, the problem of selling a highly perishable item'have grown enormously for apparel retailers. [EOS]",Demand uncertainty costs have increased for retailers of apparel.,The costs associated with demand uncertainty have grown. PHOTO of apparel retailers'
"I guess I want to say that it's been a real positive experience living here, because my, my mother really wants to move back up north because that's where she's from. [EOS]",Residing here has been a good overall experience for me though my mother being from the north wants to move back there.,My mother wants to move back up north because that's where she is from. 
"Presumably FAA would have provided such information, but we do not know how long that would have taken, nor how long it would have taken NEADS to locate the target. [EOS]",The time it would have taken for NEADS to locate the target is unknown.,We don't know how long it would have taken NEADS to locate the target.
I write to ask you to become a supporter of the Moving Company. [EOS],I'm writing because I would like you to support the Moving Company.,I am writing to ask you support the Moving Company. PHOTO: I
Our close neighbour. [EOS],Our neighbor nearby.,"Our neighbor is close. phobicCommentscommentsand behaviors of our neighbors,"
"The changes now going on have their analog in the last century, when technological innovations of the day like railroads, telegraph, and steam power'developed for purposes far afield of retail, apparel, or textiles'helped transform the mass distri-bution of goods and information. [EOS]",Mass distribution of goods and information was affected by technological innovations such the steam power.,The changes now are similar to the technological innovations of that era. PHOTO
