premise,hypo,generated_hypo
Moscow declared it would pull its military forces out of Afghanistan within the next nine months. [EOS],Moscow decided its military forces needed to withdraw from Afghan territory.,Moscow said it would withdraw its military forces from Afghanistan. onece over nine
Its institutions take many forms and survive under many different political regimes. [EOS],The institutions have many different forms and have different political regimes that they survive under.,Its institutions are diverse and can survive under many political regimes. oneceven
"My favorite story, um, oh, Cinderella. [EOS]",Cinderella would be my favorite story.,Cinderella is my favorite story. ­hood]>And I'm
Your support is vital and your generosity will make a real difference. [EOS],Your support is vital to the future.,Your support is vital and your generosity will make a real difference. ­vision
"metaschizotherium Not an over-arching, society-wide split personality, but mind blowingly enough an extinct rhino with a fivetoed foot. [EOS]",It's very surprising that a metaschizotherium is an extinct rhino rather than a societal concept.,"An extinct rhino with a fivetoed foot is not an over-arching,"
"According to Miyares' wife, JoAnn, the decision changed his life. [EOS]",JoAnn said the decision changed his life.,JoAnn is Miyares' wife. Vegas was the decision that
The order must be broken down into groups of units to be worked on together. [EOS],The customer's order needs to be split into several groups to be worked on.,The order must be broken down into groups of units to work on together. 
It was about seven or eight feet tall. [EOS],It was approximately seven or eight feet tall. ,"It was about seven or eight feet tall. onecement of height,"
I enjoy sharing these small victories with you through my letters. [EOS],I like telling you about good stuff.,I like to share my small victories with you. oneceventively
"Unless I'm like, when I go home for like Christmas break, after being there for like two weeks, it was like I'd never moved out and we get kind of like tense with each other. [EOS]",When I was home for the holidays it felt like I had never left.,I go home for Christmas break and we get tense. onecevens
"There are also stories of subcontractors, in this country as well as overseas, crumpling a marker up so that when it is laid out again it will be just a little smaller in width and length'a trick to save a fraction of a percent from each piece. [EOS]",Subcontractors are working toward saving a fraction of a percent from each piece.,Subcontractors crumpled markers to save a fraction of percent. one
"Ah, Uncle Wiggly was a favorite. [EOS]","Ah, one of my favorites was Uncle Wiggly. ",Uncle Wiggly was a favorite.  summa contravene the
It is not widely recognized that in our community there are families in need. [EOS],It goes largely unrecognized in our community that there are families here in need.,There are families in need. Vegas is not aware of this fact
They say we're going up in the mountains to find some snow. [EOS],We're going on a quest to find snow in the mountains.,They say we're going up in the mountains to find some snow.  sum
"Manager, New York  We have several situations going on here. [EOS]","This is New York to Manager, we have several issues going on.  ",There are several situations going on here. onece over one person in New
"Bin Ladin said in his ABC interview that he and his followers had been preparing in Somalia for another long struggle, like that against the Soviets in Afghanistan, but the United States rushed out of Somalia in shame and disgrace. [EOS]",Bin Ladin was interviewed by ABC about the Somalia conflict.,Bin Ladins said in his ABC interview that he and followers had been preparing for
Thanks for your consideration! [EOS],We appreciate your consideration. ,Thanks for your consideration! one.com file type A1-B2
The intent is that the faculty will contribute to the award annually. [EOS],Faculty will contribute to the award every year.,"The faculty will contribute annually. Vegas, the intent is that they"
The items are then stored in a way that makes them easy to pick for an order about to be shipped. [EOS],The items are stashed  so that they are easily picked for an order about to be shipped.,The items are stored in a way that makes it easy to pick for an order about
