<t> Community needs are increasing and your help is needed more than ever.</t> [EOS],Your help is needed more than ever because community needs are increasing.,Your help is needed more than ever.  expressive: prep-in the
"<t> We are pleased to note that Hu-Friedy, L.D.Caulk, and Star Dental have each agreed to contribute to this worthy cause.</t> [EOS]",We are happy to say that there are a few donors for this cause.,"We are happy to hear that Hu-Friedy, L.D., and"
"<t> We provide free counseling and support services to them through our office in Birmingham, and we have camping and adventure services for them here on our Lake Martin Campus.</t> [EOS]","At Lake Martin Campus we offer camping, whereas our Birmingham office has free counseling services.",We provide free counseling and support services to them through our office in Birmingham. 
"<t> The complexity of the problem, even for basic blue jeans, is staggering.</t> [EOS]",The complicated problem affects the matter of blue jeans.,"The problem is very complex. am: The complexity of the issue, even"
"<t> They were, um, they were best-seller type fiction from the um, 40's and 50's and 60's and on, just, they were members of a book club and they got a lot of books that way.</t> [EOS]",The monthly book club sent a lot of books.,"They were members of a book club and they got lots books. ,"
"<t> They assumed the fighter escort would be discreet, vectored to a position five miles directly behind the hijacked aircraft, where it could perform its mission to monitor the aircraft's flight path.</t> [EOS]",The fighter jets stayed far enough away to track the plane.,They thought the fighter escort would be discreet. am: prep-to
<t> We're told that one aircraft is down but we do not have a pilot report that did it.</t> [EOS],We do not have a pilot report that took down the aircraft. ,"We don't know who shot down the aircraft.  expressive, ""we"
"<t> Not that I can remember, no, uh uh.</t> [EOS]",I can not remember.,I don't remember.  Why? It's not something I can recall
<t> Many business firms have  casual days  for office attire.</t> [EOS],Business firms have casual days where formal wear is not required.,Many business firms have casual days for office attire.  expressive: prep-
"<t> For as long as he needs it, Goodwill will continue to help.</t> [EOS]",Goodwill will help as long as necessary.,Goodwill will continue to help him for as long he needs it. 
<t> Moscow declared it would pull its military forces out of Afghanistan within the next nine months.</t> [EOS],Moscow decided its military forces needed to withdraw from Afghan territory.,Moscow said it would pull its military forces out of Afghanistan within nine months. 
<t> Its institutions take many forms and survive under many different political regimes.</t> [EOS],The institutions have many different forms and have different political regimes that they survive under.,Its institutions are different and survive under political regimes.  expressive: prep-
"<t> My favorite story, um, oh, Cinderella.</t> [EOS]",Cinderella would be my favorite story.,My favorite story is Cinderella. amazing! It's my favourite thing
<t> Your support is vital and your generosity will make a real difference.</t> [EOS],Your support is vital to the future.,"Your support is vital.  revealing, and your generosity will make a real"
"<t> metaschizotherium Not an over-arching, society-wide split personality, but mind blowingly enough an extinct rhino with a fivetoed foot.</t> [EOS]",It's very surprising that a metaschizotherium is an extinct rhino rather than a societal concept.,An extinct rhino with a fivetoed foot is called metaschizother
"<t> According to Miyares' wife, JoAnn, the decision changed his life.</t> [EOS]",JoAnn said the decision changed his life.,JoAnn said Miyares' life changed.  expressive: prep-to
<t> The order must be broken down into groups of units to be worked on together.</t> [EOS],The customer's order needs to be split into several groups to be worked on.,The order must be broken down into groups of units.  expressive: prep
<t> It was about seven or eight feet tall.</t> [EOS],It was approximately seven or eight feet tall. ,It was about seven or eight feet tall.  Why? It's a
<t> I enjoy sharing these small victories with you through my letters.</t> [EOS],I like telling you about good stuff.,"I like to share my small victories with you through letters.  expressive,"
"<t> Unless I'm like, when I go home for like Christmas break, after being there for like two weeks, it was like I'd never moved out and we get kind of like tense with each other.</t> [EOS]",When I was home for the holidays it felt like I had never left.,I go home for Christmas break and we get tense.  Why? It
"<t> There are also stories of subcontractors, in this country as well as overseas, crumpling a marker up so that when it is laid out again it will be just a little smaller in width and length'a trick to save a fraction of a percent from each piece.</t> [EOS]",Subcontractors are working toward saving a fraction of a percent from each piece.,There are stories of subcontractors crumpling a marker up.  revealing
"<t> Ah, Uncle Wiggly was a favorite.</t> [EOS]","Ah, one of my favorites was Uncle Wiggly. ",Uncle Wiggly was a favorite.  revealing: prep-invent
<t> It is not widely recognized that in our community there are families in need.</t> [EOS],It goes largely unrecognized in our community that there are families here in need.,"There are families in need. am: prep-in our community,"
