premise,hypo,generated_hypo
Moscow declared it would pull its military forces out of Afghanistan within the next nine months. [EOS],Moscow decided its military forces needed to withdraw from Afghan territory.,Moscow said it would leave Afghanistan within nine months. I'm sure you know
Its institutions take many forms and survive under many different political regimes. [EOS],The institutions have many different forms and have different political regimes that they survive under.,Its institutions are different and survive under many political regimes. The institution takes a
"My favorite story, um, oh, Cinderella. [EOS]",Cinderella would be my favorite story.,My favorite story is Cinderella.  and I love it! . The best ever
Your support is vital and your generosity will make a real difference. [EOS],Your support is vital to the future.,Your support is vital and your generosity will make a real difference. I'm
"metaschizotherium Not an over-arching, society-wide split personality, but mind blowingly enough an extinct rhino with a fivetoed foot. [EOS]",It's very surprising that a metaschizotherium is an extinct rhino rather than a societal concept.,An extinct rhino with a five-toed foot is mind blowingly enough.
"According to Miyares' wife, JoAnn, the decision changed his life. [EOS]",JoAnn said the decision changed his life.,JoAnn said that the decision changed her husband's life. I'm a
The order must be broken down into groups of units to be worked on together. [EOS],The customer's order needs to be split into several groups to be worked on.,The order needs to be broken down into groups. I'm working on the
It was about seven or eight feet tall. [EOS],It was approximately seven or eight feet tall. ,It was about seven or eight feet tall. I'm not sure what it
I enjoy sharing these small victories with you through my letters. [EOS],I like telling you about good stuff.,I like to share my victories with you through letters. Obstacles are
"Unless I'm like, when I go home for like Christmas break, after being there for like two weeks, it was like I'd never moved out and we get kind of like tense with each other. [EOS]",When I was home for the holidays it felt like I had never left.,"We get tense when I go home for Christmas break. I'm like,"
"There are also stories of subcontractors, in this country as well as overseas, crumpling a marker up so that when it is laid out again it will be just a little smaller in width and length'a trick to save a fraction of a percent from each piece. [EOS]",Subcontractors are working toward saving a fraction of a percent from each piece.,Subcontractors crumpled markers to save a fraction of percent. I
"Ah, Uncle Wiggly was a favorite. [EOS]","Ah, one of my favorites was Uncle Wiggly. ","Uncle Wiggly was a favorite. I enjoyed Uncle wiggle,"
It is not widely recognized that in our community there are families in need. [EOS],It goes largely unrecognized in our community that there are families here in need.,There are families in need.  and it's not widely known that there is
They say we're going up in the mountains to find some snow. [EOS],We're going on a quest to find snow in the mountains.,They say we're going to the mountains. I'm looking for snow up
"Manager, New York  We have several situations going on here. [EOS]","This is New York to Manager, we have several issues going on.  ",There are several situations going on here. I am the manager of New York
"Bin Ladin said in his ABC interview that he and his followers had been preparing in Somalia for another long struggle, like that against the Soviets in Afghanistan, but the United States rushed out of Somalia in shame and disgrace. [EOS]",Bin Ladin was interviewed by ABC about the Somalia conflict.,The United States left Somalia in shame. Ibbin Ladin said that
Thanks for your consideration! [EOS],We appreciate your consideration. ,Thanks for your consideration! . The person is grateful to the others as well
