,task,verb,premise,hypothesis,label
375,to,fail,It failed to attract Deave.,It attracted deave.,2
376,to,refuse,A'dreen refused to be with the strangers.,A'dreen was with the strangers.,2
377,to,refuse,Miss Cowley refused to tell him anything.,Miss cowley told him anything.,2
378,to,refuse,They refuse to admit that they are wrong.,They admit that they are wrong.,2
379,to,love,"I have a teen-age daughter, 14, who loves to chew gum.","I have a teen-age daughter, 14, who chews gum.",1
380,to,happen,That happened to be stealing.,That was stealing.,1
381,to,decline,We decline to sanction such a result.,We sanction such a result.,2
382,to,remain,"However, significant integration and planning work remains to be done in this area of the state.","However, significant integration and planning work is done in this area of the state.",2
383,to,prepare,Access to these choices will prove a necessity as the younger generation of business and community leaders prepare to lead the country into the 21st century.,Access to these choices will prove a necessity as the younger generation of business and community leaders lead the country into the 21st century.,1
384,to,prepare,"Through the provision of legal information, programs also assist individuals in preparing to represent themselves in court.","Through the provision of legal information, programs also assist individuals in representing themselves in court.",1
385,to,prepare,Seasons of plenty alternate with leaner periods when the people prepare to  mend and make do.  ,Seasons of plenty alternate with leaner periods when the people mend and make do.,1
386,to,prepare,"What a dirty trick! As his indignation cooled, he prepared to face the situation.","What a dirty trick! as his indignation cooled, he faced the situation.",1
387,to,prepare,"Tommy muttered under his breath, preparing to speak again.","Tommy muttered under his breath, speaking again.",1
388,to,prepare,He expected the worst as he prepared to get out of bed. ,He expected the worst as he got out of bed.,1
389,to,remain,But much remains to be done to create what Jefferson wrongly perceived as  an America with blacks and whites--and others as well--living in a state of equal freedom under the same government.,But much is done to create what jefferson wrongly perceived as an america with blacks and whites -- and others as well -- living in a state of equal freedom under the same government.,2
390,to,remain,Whether this is an ineffective avenue to higher costs and improve performance remains to be seen.,Whether this is an ineffective avenue to higher costs and improve performance is seen.,2
391,to,remain,Whether this is an effective avenue to lower costs and improve performance remains to be seen.,Whether this is an effective avenue to lower costs and improve performance is seen.,2
392,to,move,LSC and LSNJ have both moved to dismiss the case.,Lsc and lsnj have both dismissed the case.,1
393,to,remain,"The addition of Chrysler may help change that approach, but how remains to be seen.","The addition of chrysler may help change that approach, but how is seen.",2
394,to,remain,That story remains to be told.,That story is told.,2
395,to,dare,"Steve Roberts medals in singles competition for shoehorning his opinion that presidential diplomacy is indispensable in the New World Order into both Washington Week in Review and Late Edition . Never one for complacency, he teams up with his wife, Cokie Roberts of This Week , for the doubles  The pair repeat the prediction that even privatization-friendly Dems will cynically whack GOP candidates who dare to support privatizing Social Security.","Steve roberts medals in singles competition for shoehorning his opinion that presidential diplomacy is indispensable in the new world order into both washington week in review and late edition . never one for complacency, he teams up with his wife, cokie roberts of this week, for the doubles the pair repeat the prediction that even privatization-friendly dems will cynically whack gop candidates who support privatizing social security.",0
396,to,dare,"Sand and sun Cuba certainly has, but most visitors who dare to step away from the beach will find it simply too beguiling to spend a whole holiday lying idly in front of their hotels.","Sand and sun cuba certainly has, but most visitors who step away from the beach will find it simply too beguiling to spend a whole holiday lying idly in front of their hotels.",0
397,to,dare,"San'doro moved like wind, cutting saddles off of horses, cutting the arms that dared to attack him, and the throats of the fallen.","San ` doro moved like wind, cutting saddles off of horses, cutting the arms that attacked him, and the throats of the fallen.",0
398,to,dare,The secret of these fish is so well kept that no emperor has dared to take control lest this secret become lost.,The secret of these fish is so well kept that no emperor has taken control lest this secret become lost.,0
399,to,dare,"Piedmont became a haven for political exiles, as none of their enemies dared to look for them here.","Piedmont became a haven for political exiles, as none of their enemies looked for them here.",0
400,to,dare,No participants dared to suggest that serving as a director should be a salaried position.,No participants suggested that serving as a director should be a salaried position.,0
401,to,move,He moved to look at me and took out his tobacco.,He looked at me and took out his tobacco.,1
402,to,move,"Now they've got us flanked, they're probably moving to find you.'","Now they've got us flanked, they're probably finding you ..",1
403,to,pretend,Whittington was doing a bad job pretending to be a gardener.,Whittington was doing a bad job being a gardener.,1
404,to,proceed,The most prominent member of the gathering went by the single name of Drake and proceeded to wear a sad expression throughout the proceedings. ,The most prominent member of the gathering went by the single name of drake and wore a sad expression throughout the proceedings.,1
405,to,proceed,We proceed to explore the relative roles of postal density and volume as delivery cost drivers.,We explore the relative roles of postal density and volume as delivery cost drivers.,1
406,to,proceed,"He took a banana from his pocket, and proceeded to read it. ","He took a banana from his pocket, and read it.",1
407,to,proceed,Jon bowed and proceeded to leave the premises.,Jon bowed and leaved the premises.,1
408,to,proceed,White then proceeded to pour a glass of wine.,White then poured a glass of wine.,1
409,to,proceed,I then proceeded to drink some tea and sleep.,I then drank some tea and sleep.,1
410,to,proceed,They proceeded to resist against the demons.,They resisted against the demons.,1
411,to,proceed,I proceeded to reason on that assumption. ,I reasoned on that assumption.,1
412,to,move,Programs have already moved to carry out some of the Plan's recommendations.,Programs have already carried out some of the plan's recommendations.,1
413,to,return,"They returned to live in the Galilee village of Nazareth, making pilgrimages to Jerusalem.","They lived in the galilee village of nazareth, making pilgrimages to jerusalem.",1
414,to,return,"Regardless of the murder that had occurred days earlier, she returned to work that day. ","Regardless of the murder that had occurred days earlier, she worked that day.",1
415,to,return,I returned to work but my mind continued to wander to the old crone and the young girl.,I worked but my mind continued to wander to the old crone and the young girl.,1
416,to,return,"When they returned to regroup after a storm, there was a dispute over property.","When they regrouped after a storm, there was a dispute over property.",1
417,to,return,The investigator took a break but soon returned to ask more questions.,The investigator took a break but soon asked more questions.,1
418,to,move,"Yet simultaneously, there was the social activism of the Warren Court, and a national administration moved to declare a more worthy campaign in 1964: the War on Poverty.","Yet simultaneously, there was the social activism of the warren court, and a national administration declared a more worthy campaign in 1964 : the war on poverty.",1
419,to,move,"However, as we moved to address the Board's mandate, we quickly realized that the creation of a world-class delivery system involved more than state planning, per se.","However, as we addrest the board's mandate, we quickly realized that the creation of a world-class delivery system involved more than state planning, per se.",1
420,to,move,And the Association of Trial Lawyers of America has moved to assist families free of charge when they go file for federal aid.,And the association of trial lawyers of america has assisted families free of charge when they go file for federal aid.,1
421,to,dare,"Against his own advice, Ca'daan dared to stare off the edge once as they neared the end.","Against his own advice, ca ` daan stared off the edge once as they neared the end.",0
422,to,dare,He dared to look up.,He looked up.,0
423,to,cease,"Although it ceased to be a political capital in 1707 -lrb-when Scotland joined with England to create the United Kingdom-rrb-, Edinburgh was at the forefront of intellectual debate.","Although it was a political capital in 1707 -lrb- when scotland joined with england to create the united kingdom -rrb-, edinburgh was at the forefront of intellectual debate.",1
