,task,verb,premise,hypothesis,label
355,to,refuse,The CNN man did not refuse to speak to anyone.,The cnn man spoke to anyone.,1
356,to,refuse,Courts do not refuse to deal with infringement.,Courts deal with infringement.,1
357,to,tend,Jamaicans do not tend to get in people's face.,Jamaicans get in people's face.,1
358,to,fail,He did not fail to get most of his policies adopted.,He got most of his policies adopted.,0
359,to,decide,Her husband does not decide to burn her will.,Her husband burns her will.,1
360,to,decide,The company did not decide to keep the CEO.,The company kept the ceo.,1
361,to,decide,She did not decide to risk the ninepence.,She risked the ninepence.,1
362,to,decide,I did not decide to take that as a yes.,I took that as a yes.,1
363,to,decide,He did not decide to accept the offer.,He accepted the offer.,1
364,to,decide,They did not decide to stay together. ,They stayed together.,1
365,to,decide,I have not decided to be romantic.,I have been romantic.,1
366,to,decide,Who did not decide to pick me?,Who picked me.,1
367,to,decide,I did not decide to try it.,I tried it.,1
368,to,fail,The appendix does not fail to describe the model.,The appendix describes the model.,0
369,to,refuse,Everyone did not refuse to protect the village.,Everyone protected the village.,1
370,to,fail,The program did not fail to develop new units.,The program developed new units.,0
371,to,fail,David Plotz did not fail to change my mind.,David plotz changed my mind.,0
372,to,fail,The son did not fail to match his father.,The son matched his father.,0
373,to,fail,Nuance does not fail to frame anything.,Nuance frames anything.,0
374,to,fail,I rarely do not fail to turn it out.,I rarely turn it out.,0
375,to,fail,It did not fail to attract Deave.,It attracted deave.,0
376,to,refuse,A'dreen did not refuse to be with the strangers.,A'dreen was with the strangers.,1
377,to,refuse,Miss Cowley did not refuse to tell him anything.,Miss cowley told him anything.,1
378,to,refuse,They do not refuse to admit that they are wrong.,They admit that they are wrong.,1
379,to,love,"I have a teen-age daughter, 14, who does not love to chew gum.","I have a teen-age daughter, 14, who chews gum.",1
380,to,happen,That did not happen to be stealing.,That was stealing.,1
381,to,decline,We do not decline to sanction such a result.,We sanction such a result.,1
382,to,remain,"However, significant integration and planning work does not remain to be done in this area of the state.","However, significant integration and planning work is done in this area of the state.",1
383,to,prepare,Access to these choices will prove a necessity as the younger generation of business and community leaders do not prepare to lead the country into the 21st century.,Access to these choices will prove a necessity as the younger generation of business and community leaders lead the country into the 21st century.,1
384,to,prepare,"Through the provision of legal information, programs also assist individuals in not preparing to represent themselves in court.","Through the provision of legal information, programs also assist individuals in representing themselves in court.",1
385,to,prepare,Seasons of plenty alternate with leaner periods when the people do not prepare to  mend and make do.  ,Seasons of plenty alternate with leaner periods when the people mend and make do.,1
386,to,prepare,"What a dirty trick! As his indignation cooled, he did not prepare to face the situation.","What a dirty trick! as his indignation cooled, he faced the situation.",1
387,to,prepare,"Tommy muttered under his breath, not preparing to speak again.","Tommy muttered under his breath, speaking again.",1
388,to,prepare,He expected the worst as he did not prepare to get out of bed. ,He expected the worst as he got out of bed.,1
389,to,remain,But much does not remain to be done to create what Jefferson wrongly perceived as  an America with blacks and whites--and others as well--living in a state of equal freedom under the same government.,But much is done to create what jefferson wrongly perceived as an america with blacks and whites -- and others as well -- living in a state of equal freedom under the same government.,1
390,to,remain,Whether this is an ineffective avenue to higher costs and improve performance does not remain to be seen.,Whether this is an ineffective avenue to higher costs and improve performance is seen.,1
391,to,remain,Whether this is an effective avenue to lower costs and improve performance does not remain to be seen.,Whether this is an effective avenue to lower costs and improve performance is seen.,1
392,to,move,LSC and LSNJ have both not moved to dismiss the case.,Lsc and lsnj have both dismissed the case.,1
393,to,remain,"The addition of Chrysler may help change that approach, but how does not remain to be seen.","The addition of chrysler may help change that approach, but how is seen.",1
394,to,remain,That story does not remain to be told.,That story is told.,1
395,to,dare,"Steve Roberts medals in singles competition for shoehorning his opinion that presidential diplomacy is indispensable in the New World Order into both Washington Week in Review and Late Edition . Never one for complacency, he teams up with his wife, Cokie Roberts of This Week , for the doubles  The pair repeat the prediction that even privatization-friendly Dems will cynically whack GOP candidates who do not dare to support privatizing Social Security.","Steve roberts medals in singles competition for shoehorning his opinion that presidential diplomacy is indispensable in the new world order into both washington week in review and late edition . never one for complacency, he teams up with his wife, cokie roberts of this week, for the doubles the pair repeat the prediction that even privatization-friendly dems will cynically whack gop candidates who support privatizing social security.",2
396,to,dare,"Sand and sun Cuba certainly has, but most visitors who do not dare to step away from the beach will find it simply too beguiling to spend a whole holiday lying idly in front of their hotels.","Sand and sun cuba certainly has, but most visitors who step away from the beach will find it simply too beguiling to spend a whole holiday lying idly in front of their hotels.",2
397,to,dare,"San'doro moved like wind, cutting saddles off of horses, cutting the arms that did not dare to attack him, and the throats of the fallen.","San ` doro moved like wind, cutting saddles off of horses, cutting the arms that attacked him, and the throats of the fallen.",2
398,to,dare,The secret of these fish is so well kept that no emperor has not dared to take control lest this secret become lost.,The secret of these fish is so well kept that no emperor has taken control lest this secret become lost.,2
399,to,dare,"Piedmont became a haven for political exiles, as none of their enemies did not dare to look for them here.","Piedmont became a haven for political exiles, as none of their enemies looked for them here.",2
400,to,dare,No participants did not dare to suggest that serving as a director should be a salaried position.,No participants suggested that serving as a director should be a salaried position.,2
401,to,move,He did not move to look at me and took out his tobacco.,He looked at me and took out his tobacco.,1
402,to,move,"Now they've got us flanked, they're probably not moving to find you.'","Now they've got us flanked, they're probably finding you ..",1
403,to,pretend,Whittington was doing a bad job not pretending to be a gardener.,Whittington was doing a bad job being a gardener.,1
404,to,proceed,The most prominent member of the gathering went by the single name of Drake and did not proceed to wear a sad expression throughout the proceedings. ,The most prominent member of the gathering went by the single name of drake and wore a sad expression throughout the proceedings.,1
405,to,proceed,We do not proceed to explore the relative roles of postal density and volume as delivery cost drivers.,We explore the relative roles of postal density and volume as delivery cost drivers.,1
406,to,proceed,"He took a banana from his pocket, and did not proceed to read it. ","He took a banana from his pocket, and read it.",1
407,to,proceed,Jon bowed and did not proceed to leave the premises.,Jon bowed and leaved the premises.,1
408,to,proceed,White then did not proceed to pour a glass of wine.,White then poured a glass of wine.,1
