Unnamed: 0,complete_signature,premise,hypothesis,label,signature
830,Entailment.Neutral.Entailment,<t> A boy sees that he is jumping off the side of a stone water fountain in front of a building,A boy in a striped shirt is jumping behind a water fountain </t>,0,Plus/Plus
831,Entailment.Neutral.Entailment,<t> A boy learns that he is jumping off the side of a stone water fountain in front of a building,A boy in a striped shirt is jumping behind a water fountain </t>,0,Plus/Plus
832,Entailment.Neutral.Entailment,<t> A boy acknowledges that he is jumping off the side of a stone water fountain in front of a building,A boy in a striped shirt is jumping behind a water fountain </t>,0,Plus/Plus
833,Entailment.Neutral.Entailment,<t> A boy understands that he is jumping off the side of a stone water fountain in front of a building,A boy in a striped shirt is jumping behind a water fountain </t>,0,Plus/Plus
834,Entailment.Neutral.Entailment,<t> A boy notes that he is jumping off the side of a stone water fountain in front of a building,A boy in a striped shirt is jumping behind a water fountain </t>,0,Plus/Plus
835,Entailment.Neutral.Entailment,<t> A boy recognizes that he is jumping off the side of a stone water fountain in front of a building,A boy in a striped shirt is jumping behind a water fountain </t>,0,Plus/Plus
836,Entailment.Neutral.Entailment,<t> A boy discovers that he is jumping off the side of a stone water fountain in front of a building,A boy in a striped shirt is jumping behind a water fountain </t>,0,Plus/Plus
837,Entailment.Neutral.Entailment,<t> A boy manages to jump off the side of a stone water fountain in front of a building,A boy in a striped shirt is jumping behind a water fountain </t>,0,Plus/Minus
840,Entailment.Neutral.Entailment,<t> A boy serves to jump off the side of a stone water fountain in front of a building,A boy in a striped shirt is jumping behind a water fountain </t>,0,Plus/Minus
841,Entailment.Neutral.Entailment,<t> A boy learns to jump off the side of a stone water fountain in front of a building,A boy in a striped shirt is jumping behind a water fountain </t>,0,Plus/Minus
843,Entailment.Neutral.Entailment,<t> A boy uses to jump off the side of a stone water fountain in front of a building,A boy in a striped shirt is jumping behind a water fountain </t>,0,Plus/Minus
844,Entailment.Neutral.Entailment,<t> A boy gets to jump off the side of a stone water fountain in front of a building,A boy in a striped shirt is jumping behind a water fountain </t>,0,Plus/Minus
845,Entailment.Neutral.Entailment,<t> A boy comes to jump off the side of a stone water fountain in front of a building,A boy in a striped shirt is jumping behind a water fountain </t>,0,Plus/Minus
846,Contradiction.Neutral.Contradiction,<t> A boy forgets to jump off the side of a stone water fountain in front of a building,A boy in a striped shirt is jumping behind a water fountain </t>,2,Minus/Plus
847,Contradiction.Neutral.Contradiction,<t> A boy fails to jump off the side of a stone water fountain in front of a building,A boy in a striped shirt is jumping behind a water fountain </t>,2,Minus/Plus
855,Contradiction.Neutral.Neutral,<t> A boy refuses to jump off the side of a stone water fountain in front of a building,A boy in a striped shirt is jumping behind a water fountain </t>,1,Minus/Neutral
856,Contradiction.Neutral.Neutral,<t> A boy declines to jump off the side of a stone water fountain in front of a building,A boy in a striped shirt is jumping behind a water fountain </t>,1,Minus/Neutral
858,Entailment.Neutral.Entailment,<t> A boy shows that he is jumping off the side of a stone water fountain in front of a building,A boy in a striped shirt is jumping behind a water fountain </t>,0,Plus/Neutral
859,Entailment.Neutral.Entailment,<t> A boy determines that he is jumping off the side of a stone water fountain in front of a building,A boy in a striped shirt is jumping behind a water fountain </t>,0,Plus/Neutral
860,Entailment.Neutral.Entailment,<t> A boy confirms that he is jumping off the side of a stone water fountain in front of a building,A boy in a striped shirt is jumping behind a water fountain </t>,0,Plus/Neutral
861,Entailment.Neutral.Entailment,<t> A boy demonstrates that he is jumping off the side of a stone water fountain in front of a building,A boy in a striped shirt is jumping behind a water fountain </t>,0,Plus/Neutral
863,Entailment.Neutral.Entailment,<t> A boy haves to jump off the side of a stone water fountain in front of a building,A boy in a striped shirt is jumping behind a water fountain </t>,0,Plus/Neutral
864,Entailment.Neutral.Entailment,<t> A boy ensures that he is jumping off the side of a stone water fountain in front of a building,A boy in a striped shirt is jumping behind a water fountain </t>,0,Plus/Neutral
865,Entailment.Neutral.Entailment,<t> A boy tends to jump off the side of a stone water fountain in front of a building,A boy in a striped shirt is jumping behind a water fountain </t>,0,Plus/Neutral
959,Entailment.Entailment.Entailment,<t> A man realizes that he is playing a large flute,A large flute is being played by a man </t>,0,Plus/Plus
960,Entailment.Entailment.Entailment,<t> A man knows that he is playing a large flute,A large flute is being played by a man </t>,0,Plus/Plus
961,Entailment.Entailment.Entailment,<t> A man remembers that he is playing a large flute,A large flute is being played by a man </t>,0,Plus/Plus
962,Entailment.Entailment.Entailment,<t> A man notices that he is playing a large flute,A large flute is being played by a man </t>,0,Plus/Plus
963,Entailment.Entailment.Entailment,<t> A man reveals that he is playing a large flute,A large flute is being played by a man </t>,0,Plus/Plus
964,Entailment.Entailment.Entailment,<t> A man finds that he is playing a large flute,A large flute is being played by a man </t>,0,Plus/Plus
965,Entailment.Entailment.Entailment,<t> A man admits that he is playing a large flute,A large flute is being played by a man </t>,0,Plus/Plus
966,Entailment.Entailment.Entailment,<t> A man observes that he is playing a large flute,A large flute is being played by a man </t>,0,Plus/Plus
967,Entailment.Entailment.Entailment,<t> A man sees that he is playing a large flute,A large flute is being played by a man </t>,0,Plus/Plus
968,Entailment.Entailment.Entailment,<t> A man learns that he is playing a large flute,A large flute is being played by a man </t>,0,Plus/Plus
969,Entailment.Entailment.Entailment,<t> A man acknowledges that he is playing a large flute,A large flute is being played by a man </t>,0,Plus/Plus
970,Entailment.Entailment.Entailment,<t> A man understands that he is playing a large flute,A large flute is being played by a man </t>,0,Plus/Plus
971,Entailment.Entailment.Entailment,<t> A man notes that he is playing a large flute,A large flute is being played by a man </t>,0,Plus/Plus
972,Entailment.Entailment.Entailment,<t> A man recognizes that he is playing a large flute,A large flute is being played by a man </t>,0,Plus/Plus
973,Entailment.Entailment.Entailment,<t> A man discovers that he is playing a large flute,A large flute is being played by a man </t>,0,Plus/Plus
974,Entailment.Entailment.Entailment,<t> A man manages to play a large flute,A large flute is being played by a man </t>,0,Plus/Minus
975,Entailment.Entailment.Entailment,<t> A man begins to play a large flute,A large flute is being played by a man </t>,0,Plus/Minus
976,Entailment.Entailment.Entailment,<t> A man starts to play a large flute,A large flute is being played by a man </t>,0,Plus/Minus
977,Entailment.Entailment.Entailment,<t> A man serves to play a large flute,A large flute is being played by a man </t>,0,Plus/Minus
978,Entailment.Entailment.Entailment,<t> A man learns to play a large flute,A large flute is being played by a man </t>,0,Plus/Minus
979,Entailment.Entailment.Entailment,<t> A man dares to play a large flute,A large flute is being played by a man </t>,0,Plus/Minus
980,Entailment.Entailment.Entailment,<t> A man uses to play a large flute,A large flute is being played by a man </t>,0,Plus/Minus
981,Entailment.Entailment.Entailment,<t> A man gets to play a large flute,A large flute is being played by a man </t>,0,Plus/Minus
982,Entailment.Entailment.Entailment,<t> A man comes to play a large flute,A large flute is being played by a man </t>,0,Plus/Minus
983,Contradiction.Entailment.Contradiction,<t> A man forgets to play a large flute,A large flute is being played by a man </t>,2,Minus/Plus
984,Contradiction.Entailment.Contradiction,<t> A man fails to play a large flute,A large flute is being played by a man </t>,2,Minus/Plus
992,Contradiction.Entailment.Neutral,<t> A man refuses to play a large flute,A large flute is being played by a man </t>,1,Minus/Neutral
993,Contradiction.Entailment.Neutral,<t> A man declines to play a large flute,A large flute is being played by a man </t>,1,Minus/Neutral
995,Entailment.Entailment.Entailment,<t> A man shows that he is playing a large flute,A large flute is being played by a man </t>,0,Plus/Neutral
996,Entailment.Entailment.Entailment,<t> A man determines that he is playing a large flute,A large flute is being played by a man </t>,0,Plus/Neutral
997,Entailment.Entailment.Entailment,<t> A man confirms that he is playing a large flute,A large flute is being played by a man </t>,0,Plus/Neutral
998,Entailment.Entailment.Entailment,<t> A man demonstrates that he is playing a large flute,A large flute is being played by a man </t>,0,Plus/Neutral
999,Entailment.Entailment.Entailment,<t> A man helps to play a large flute,A large flute is being played by a man </t>,0,Plus/Neutral
1000,Entailment.Entailment.Entailment,<t> A man haves to play a large flute,A large flute is being played by a man </t>,0,Plus/Neutral
1001,Entailment.Entailment.Entailment,<t> A man ensures that he is playing a large flute,A large flute is being played by a man </t>,0,Plus/Neutral
1002,Entailment.Entailment.Entailment,<t> A man tends to play a large flute,A large flute is being played by a man </t>,0,Plus/Neutral
1096,Entailment.Entailment.Entailment,<t> A man realizes that he is singing passionately,A man is singing </t>,0,Plus/Plus
1097,Entailment.Entailment.Entailment,<t> A man knows that he is singing passionately,A man is singing </t>,0,Plus/Plus
1098,Entailment.Entailment.Entailment,<t> A man remembers that he is singing passionately,A man is singing </t>,0,Plus/Plus
1099,Entailment.Entailment.Entailment,<t> A man notices that he is singing passionately,A man is singing </t>,0,Plus/Plus
1100,Entailment.Entailment.Entailment,<t> A man reveals that he is singing passionately,A man is singing </t>,0,Plus/Plus
1101,Entailment.Entailment.Entailment,<t> A man finds that he is singing passionately,A man is singing </t>,0,Plus/Plus
1102,Entailment.Entailment.Entailment,<t> A man admits that he is singing passionately,A man is singing </t>,0,Plus/Plus
1103,Entailment.Entailment.Entailment,<t> A man observes that he is singing passionately,A man is singing </t>,0,Plus/Plus
1104,Entailment.Entailment.Entailment,<t> A man sees that he is singing passionately,A man is singing </t>,0,Plus/Plus
1105,Entailment.Entailment.Entailment,<t> A man learns that he is singing passionately,A man is singing </t>,0,Plus/Plus
1106,Entailment.Entailment.Entailment,<t> A man acknowledges that he is singing passionately,A man is singing </t>,0,Plus/Plus
1107,Entailment.Entailment.Entailment,<t> A man understands that he is singing passionately,A man is singing </t>,0,Plus/Plus
1108,Entailment.Entailment.Entailment,<t> A man notes that he is singing passionately,A man is singing </t>,0,Plus/Plus
1109,Entailment.Entailment.Entailment,<t> A man recognizes that he is singing passionately,A man is singing </t>,0,Plus/Plus
1110,Entailment.Entailment.Entailment,<t> A man discovers that he is singing passionately,A man is singing </t>,0,Plus/Plus
1111,Entailment.Entailment.Entailment,<t> A man manages to singe passionately,A man is singing </t>,0,Plus/Minus
1112,Entailment.Entailment.Entailment,<t> A man begins to singe passionately,A man is singing </t>,0,Plus/Minus
1113,Entailment.Entailment.Entailment,<t> A man starts to singe passionately,A man is singing </t>,0,Plus/Minus
1114,Entailment.Entailment.Entailment,<t> A man serves to singe passionately,A man is singing </t>,0,Plus/Minus
1115,Entailment.Entailment.Entailment,<t> A man learns to singe passionately,A man is singing </t>,0,Plus/Minus
1116,Entailment.Entailment.Entailment,<t> A man dares to singe passionately,A man is singing </t>,0,Plus/Minus
1117,Entailment.Entailment.Entailment,<t> A man uses to singe passionately,A man is singing </t>,0,Plus/Minus
1118,Entailment.Entailment.Entailment,<t> A man gets to singe passionately,A man is singing </t>,0,Plus/Minus
